,Unnamed: 0,name,bday,name_spouse,num_of_child,edu,role,birthplace,bday_sp,birthplace_sp,role_sp,name_sp_sp,num_of_child_sp,age_diff,age,age_sp
1646,1646,Shannyn Sossamon,1978-10-03,Dallas Clayton  (2002–2004),2,,"Actress, dancer, model, musician","Honolulu, Hawaii , U.S.",,,,,,,40.51007207540196,
1647,1647,Ann Sothern,1909-01-22,"Roger Pryor ( m.  1936;  div.  1943) Robert Sterling ( m.  1943;  div.  1949) , 1 child",Tisha Sterling  (born 1944),Minneapolis Central High School,"Actress, singer","Valley City, North Dakota , U.S.",1901-08-27,"New York City , U.S.",Actor,Priscilla Mitchell (1928–1933; divorced); 1 daughter [1] Ann Sothern  (1936-1943; divorced) [2],,7.406038453903913,110.20623284530141,117.61227129920532
1648,1648,Sissy Spacek,1949-12-25,Jack Fisk  ( m.  1974),"2, including  Schuyler Fisk",,Actress singer,"Quitman, Texas , U.S.",1946-12-19,"Canton, Illinois , U.S.","Set designer, art director, film director",Sissy Spacek  ( m.  1974),"2, including Schuyler Fisk",3.0171735217013356,69.28273681184419,72.29991033354553
1649,1649,Jordin Sparks,1989-12-22,Dana Isaiah (m. 2017),1,,"
 Singer 
 songwriter 
 actress 
","Phoenix, Arizona , U.S.",,,,,,,29.290129160763055,
1650,1650,Britney Spears,1981-12-02,"
 Jason Allen Alexander ( m.   2004 ;  ann.   2004 ) 
 Kevin Federline ( m.   2004 ;  div.   2007 ) 
",2,,"
 Singer 
 songwriter 
 dancer 
 actress 
","McComb, Mississippi , U.S.",,,,,,,37.34505157532325,
1651,1651,Tori Spelling,1973-05-16,"
 Charlie Shanian ( m.  2004;  div.  2006) 
 Dean McDermott  ( m.  2006) 
",5,Beverly Hills High School,"
 Actress 
 author 
 television personality 
","Los Angeles ,  California , U.S.",,,,,,,45.89279725114137,
1652,1652,Danielle Spencer,1965-06-24,Garry Fields,,,"Actress ,  veterinarian","Trenton, New Jersey , United States",,,,,,,53.78618315228923,
1653,1653,Octavia Spencer,1972-05-25,,,,"Actress, author","Montgomery, Alabama , U.S.",,,,,,,46.86749214562927,
1654,1654,June Squibb,1929-11-06,Edward Sostek (1953–59) Charles Kakatsakis (?–1999),1,,Actress,"Vandalia, Illinois , U.S.",,,,,,,89.41730494123767,
1655,1655,Kelly Stables,1978-01-26,Kurt Patino ( m.  2005),2,,Actress,"St. Louis ,  Missouri , U.S.",,,,,,,41.194548827149085,
1656,1656,Kim Stanley,1925-02-11,Bruce Hall ( m.  1945;  div.  1946) Curt Conway ( m.  1949;  div.  1956) Alfred Ryder ( m.  1958;  div.  1964) Joseph Siegel ( m.  1964;  div.  1967),3,,Actress,"Tularosa, New Mexico , U.S.",,,,,,,94.1511461563208,
1657,1657,Barbara Stanwyck,1907-07-16,Frank Fay ( m.  1928;  div.  1935) Robert Taylor ( m.  1939;  div.  1952),1,,"Actress, model, dancer","Brooklyn ,  New York City , U.S.",1891-11-17,"San Francisco ,  California , U.S.",,Frances White  ( m.   1917 – 1917 ) Barbara Stanwyck ( m.  1928;  div.  1935) Lee Buchanan  (m. 19??; div. 19??),1,15.658090172967276,111.72850914118702,127.3865993141543
1658,1658,Jean Stapleton,1923-01-19,William H. Putch ( m.  1957; died 1983),"2, including  John Putch",,Actress,"Manhattan ,  New York City , U.S.",,,,,,,96.21552803959014,
1659,1659,Maureen Stapleton,1925-06-21,"
 Max Allentuck ( m.  1949;  div.  1959) 
 David Rayfiel ( m.  1963;  div.  1966) 
",2,,Actress,"Troy, New York , U.S.",,,,,,,93.7952182454123,
1660,1660,Karen Steele,1931-03-20,Dr. Maurice Boyd Ruland (1973-1988) (her death),,,,"Honolulu ,  Territory of Hawaii , U.S.",,,,,,,88.05108934475041,
1661,1661,Mary Steenburgen,1953-02-08,Malcolm McDowell ( m.  1980;  div.  1990) Ted Danson  ( m.  1995),"2, including  Charlie McDowell",,Actress,"Newport, Arkansas , U.S.",1943-06-13,"Horsforth ,  West Riding of Yorkshire , England",Actor,Margot Bennett ( m.  1975;  div.  1980)     Mary Steenburgen ( m.  1980;  div.  1990)     Kelley Kuhr  ( m.  1991),"5, including Charlie McDowell",9.659335920655455,66.1587849168703,75.81812083752575
1662,1662,Leslie Stefanson,1971-05-10,James Spader  (2002–present),1,,"Actress, model, artist, sculptor","Fargo, North Dakota , U.S.",,,,,,,47.9106347152919,
1663,1663,Hailee Steinfeld,1996-12-11,,,,Actress singer,"Los Angeles ,  California , U.S.",,,,,,,22.319417920970313,
1664,1664,Jan Sterling,1921-04-03,"John Merivale  (1941–1948) Paul Douglas [1]  (1950–1959, his death)",2,,"Actress of stage, film and television","New York City , U.S.",,,,,,,98.0115950361746,
1665,1665,Mindy Sterling,1953-07-11,,1,,"Actress, voice actress","Paterson, New Jersey , U.S.",,,,,,,65.73988514480105,
1666,1666,Frances Sternhagen,1930-01-13,Thomas Carlin (1956–1991; his death; 6 children),,,Actress,"Washington, D.C., U.S.",,,,,,,89.23112726476245,
1667,1667,Connie Stevens,1938-08-08,James Stacy ( m.  1963;  div.  1966) Eddie Fisher ( m.  1967;  div.  1969),Joely Fisher Tricia Leigh Fisher,,"Actress, director, screenwriter, producer, cinematographer, editor, singer","Brooklyn, New York , U.S.",1936-12-23,"Los Angeles ,  California , U.S.",Actor,Connie Stevens ( m.  1963;  div.  1966) Kim Darby ( m.  1968;  div.  1969),1,1.623578855144185,80.66421623989541,82.2877950950396
1668,1668,Stella Stevens,1938-10-01,Noble Herman Stephens ( m.  1954–1957),Andrew Stevens,,"Actress, director","Yazoo City, Mississippi , U.S.",,,,,,,80.51636926151804,
1669,1669,Elaine Stewart,1930-05-31,Bill Carter (1961–63; divorced) Merrill Heatter  (1964–2011; her death); 2 children,Stewart and Gabrielle,,"Actress, model","Montclair, New Jersey",,,,,,,88.85329609779804,
1670,1670,Kristen Stewart,1990-04-09,Actress Director Model,,,Actress Director Model,"Los Angeles ,  California , U.S.",,,,,,,28.994435204008298,
1671,1671,Julia Stiles,1981-03-28,Columbia University  ( B.A. ),1,,Actress,"New York City ,  New York , U.S.",,,,,,,38.026790420063385,
1672,1672,Emma Stone,1988-11-06,,,,Actress,"Scottsdale, Arizona , U.S.",,,,,,,30.41540894063533,
1673,1673,Jennifer Stone,1993-02-12,,,,Actress,"Arlington, Texas , U.S.",,,,,,,26.147011916740247,
1674,1674,Sharon Stone,1958-03-10,Michael Greenburg ( m.  1984;  div.  1990) Phil Bronstein ( m.  1998;  div.  2004),3,,"Actress, model, film producer","Meadville, Pennsylvania , U.S.",,,,,,,61.07722951189963,
1675,1675,Alyson Stoner,1993-08-11,,,,Actress voice artist singer dancer model,"Toledo, Ohio , U.S.",,,,,,,25.654188655482315,
1676,1676,Gale Storm,1922-04-05,"Lee Bonnell (1941–1986, his death) 4 children Paul Masterson (1988–1996, his death)",,,Traditional pop  singer Actress,"Bloomington, Texas , U.S.",,,,,,,97.00678316460981,
1677,1677,Madeleine Stowe,1958-08-18,Brian Benben  ( m.  1982),1,,Actress,"Los Angeles ,  California , U.S.",1956-06-18,"Winchester, Virginia , U.S.","Film, stage and television actor",Madeleine Stowe  ( m.  1982),May Theodora Benben,2.1656844425279096,60.63642648377448,62.80211092630239
1678,1678,Beatrice Straight,1914-08-02,Louis Dolivet ( m.  1942;  div.  1949) Peter Cookson ( m.  1949; his death 1990),3,,Actress,"Old Westbury, New York",1908-03-26,"Újradna ,  Austria-Hungary (now Șanț,  Bistrița-Năsăud County ,  Romania )","Writer, editor, film producer",Beatrice Straight ( m.  1942;  div.  1949),Willard Whitney Straight Dolivet,6.351944256213338,104.6811365051986,111.03308076141194
1679,1679,Susan Strasberg,1938-05-22,Christopher Jones ( m.  1965;  div.  1968),1,,Actress,"New York City , U.S.",1941-08-18,"Jackson, Tennessee , U.S.",Actor,Susan Strasberg ( m.  1965;  div.  1968) Carrie Abernathy ( m.  1976;  div.  1983) Paula McKenna  ( m.  1983),7,-3.241681896274393,80.87777298644052,77.63609109016612
1680,1680,Meryl Streep,1949-06-22,Don Gummer  ( m.  1978),"
 Henry Wolfe Gummer 
 Mamie Gummer 
 Grace Gummer 
 Louisa Gummer 
",Vassar College (BA)Yale University (MFA),Actress,"Summit, New Jersey , U.S.",1946-12-12,"Louisville, Kentucky , U.S.",,Meryl Streep  ( m.  1978),,2.5270881674503927,69.79198751514404,72.31907568259444
1681,1681,Barbra Streisand,1942-04-24,Elliott Gould ( m.  1963;  div.  1971) James Brolin  ( m.   1998 ),Jason Gould,Erasmus Hall High School,"
 Singer 
 actress 
 filmmaker 
","New York City , U.S.",1938-08-29,"Brooklyn ,  New York City , U.S.",Actor,Barbra Streisand ( m.  1963;  div.  1971) Jennifer Bogart ( m.  1973;  div.  1975)  & ( m.  1978;  div.  1979),"3, including Jason Gould",3.652367947322669,76.95435224542598,80.60672019274865
1682,1682,Brenda Strong,,Tom Henri ( m.  1989;  div.  2011) John Farmanesh-Bocca ( m.  2015),1,,"Actress, yoga instructor","Portland, Oregon , U.S.",,,,,,,,
1683,1683,Jessica Stroup,1986-10-23,,,,Actress,"Anderson, South Carolina , U.S.",,,,,,,32.45514966084177,
1684,1684,Sally Struthers,1947-07-28,William C. Rader ( m.  1977;  div.  1983),1,Grant High School,"Actress, spokesperson, activist","Portland, Oregon , U.S.",,,Psychiatrist,Sally Struthers ( m.  1977;  div.  1983),,,71.69483288500106,
1685,1685,Barbara Stuart,1930-01-03,Dick Gautier ( m.  1967;  div.  1979),,,Actress,"Paris ,  Illinois , U.S.",1931-10-30,"Culver City, California , U.S.","Actor, comedian, singer, caricaturist",Beverly J. Gerber ( m.  1954;  div.  19??) Barbara Stuart ( m.  1967;  div.  1979) Tess Hightower ( m.  2003),3,-1.8207081596473575,89.25850633483233,87.43779817518498
1686,1686,Gloria Stuart,1910-07-04,Blair Gordon Newell ( m.  1930;  div.  1934) Arthur Sheekman ( m.  1934; died 1978),1,,"Actress, artist, fine printer","Santa Monica, California , U.S.",,,,,,,108.76061794561147,
1687,1687,Margaret Sullavan,1909-05-16,Henry Fonda ( m.  1931;  div.  1933) William Wyler ( m.  1934;  div.  1936) Leland Hayward ( m.  1936;  div.  1948) Kenneth Wagg  ( m.  1950),"3, including  Brooke Hayward",Chatham Episcopal Institute,Actress,"Norfolk, Virginia , U.S.",1905-05-16,"Grand Island, Nebraska , U.S.",Actor,Margaret Sullavan ( m.  1931;  div.  1933) Frances Seymour Brokaw ( m.  1936; died 1950) Susan Blanchard ( m.  1950;  div.  1956) Afdera Franchetti ( m.  1957;  div.  1961) Shirlee Mae Adams   ( m.  1965),3; including Jane and Peter Fonda,4.000082137210209,109.89411144650472,113.89419358371492
1688,1688,Kristine Sutherland,1955-04-17,John Pankow  ( m.  1986),1,,Actress,"Boise, Idaho  U.S.",1954-04-28,"St. Louis ,  Missouri ,  United States",Actor,Kristine Sutherland  ( m.  1986),1,0.9692190804739317,63.97393512529347,64.9431542057674
1689,1689,Mena Suvari,1979-02-13,Robert Brinkmann ( m.  2000;  div.  2005) Simone Sestito ( m.  2010;  div.  2012) Michael Hope  ( m.  2018),,,"Actress, fashion designer, model","Newport, Rhode Island , U.S.",,,,,,,40.14593044347249,
1690,1690,Dominique Swain,1980-08-12,,,,"Actress, producer","Malibu ,  California ,  United States",,,,,,,38.65103321765676,
1691,1691,Hilary Swank,1974-07-30,Chad Lowe ( m.  1997;  div.  2007) Philip Schneider ( m.  2018),,,"
 Actress 
 producer 
","Lincoln, Nebraska , U.S.",1968-01-15,"Dayton, Ohio ,  U.S.","Actor, director, producer",Hilary Swank ( m.  1997;  div.  2007) Kim Painter ( m.  2010),3,6.538121932688556,44.688118168066424,51.22624010075498
1692,1692,Gloria Swanson,1899-03-27,Wallace Beery ( m.  1916;  div.  1918) Herbert K. Somborn ( m.  1919;  div.  1925) Henry de La Falaise ( m.  1925;  div.  1930) Michael Farmer ( m.  1931;  div.  1934) William Davey ( m.  1945;  div.  1946) William Dufty  ( m.  1976),3,Hawthorne Scholastic Academy,"Actress, producer","Chicago ,  Illinois , U.S.",1885-04-01,"Clay County, Missouri , U.S.","Actor, singer, director",Gloria Swanson ( m.  1916;  div.  1918) Rita Gilman ( m.  1924;  div.  1939),1 (adopted),13.985228991697298,120.02984318637617,134.01507217807347
1693,1693,Kristy Swanson,1969-12-19,Lloyd Eisler  ( m.  2009),1,,Actress,"Mission Viejo ,  California , U.S.",,,,,,,49.29875356783507,
1694,1694,Jodie Sweetin,1982-01-19,Shaun Holguin ( m.   2002 ;  div.   2006 ) Cody Herpin ( m.   2007 ;  div.   2010 ) Morty Coyle ( m.   2012 ;  div.   2016 ),2,,"Actress, television personality","Los Angeles ,  California , U.S.",,,,,,,37.2136320389878,
1695,1695,Taylor Swift,1989-12-13,"
 Tim McGraw 
 Ed Sheeran 
",,,"
 Singer-songwriter 
 record producer 
 actress 
","Reading, Pennsylvania , U.S.",,,,,,,29.31477032382595,
1696,1696,Loretta Swit,1937-11-04,Dennis Holahan ( m.  1983;  div.  1995),,,Actress,"Passaic, New Jersey , U.S.",1942-11-07,"Stamford, Connecticut , U.S.","Actor, entertainment lawyer","Actor, entertainment lawyer",2,-5.007631915781981,81.42261648083122,76.41498456504925
1697,1697,Wanda Sykes,1964-03-07,Dave Hall ( m.  1991;  div.  1998) Alex Niedbalski ( m.  2008),2,,"
 Actress 
 comedian 
 writer 
","Portsmouth, Virginia , U.S.",,,,,,,55.08395107360179,
1698,1698,Raven-Symoné,,Raven,,Academy of Art University,"
 Actress 
 model 
 singer 
 songwriter 
 rapper 
 dancer 
 television producer 
 television host 
","Atlanta ,  Georgia , U.S. [1]",,,,,,,,
1699,1699,Sophia Takal,,Lawrence Michael Levine,,,"
 Actress 
 film director 
 producer 
 film editor 
","Montclair, New Jersey",,,,,,,,
1700,1700,Nita Talbot,1930-08-08,Don Gordon ( m.  1954;  div.  1958) Thomas A. Geas ( m.  1961;  div.  19??),1,,Actress,"New York City, New York , U.S.",1926-11-13,"Los Angeles ,  California , U.S.","Film, television actor","Helen Westcott  (1948–1953, divorced) Nita Talbot  (1954-1958, divorced) Bek Nelson (1959–1979, divorced) Denise Farr (1979-2017, his death)",2[1],3.7345051575323245,88.66438051431584,92.39888567184815
1701,1701,Patricia Tallman,1957-09-04,Jeffrey Willerth ( m.  1999;  div.  2008),1,Carnegie Mellon University (BFA),Actress Stuntwoman   [1],"Pontiac, Illinois ,  United States",,,,,,,61.58921812220648,
1702,1702,Constance Talmadge,1898-04-19,John Pialoglou ( m.  1920;  div.  1922) Alastair Mackintosh ( m.  1926;  div.  1927) Townsend Netcher ( m.  1929;  div.  1939) Walter Michael Giblin ( m.  1939; died 1964),,,,"Brooklyn, New York , U.S.",,,,,,,120.96620738276624,
1703,1703,Natalie Talmadge,1896-04-29,Buster Keaton ( m.  1921;  div.  1932),2,,Actress,"Brooklyn ,  New York City , U.S.",1895-10-04,"Piqua, Kansas , U.S.","Actor, comedian, director, producer, writer, stunt performer",Natalie Talmadge ( m.  1921;  div.  1932) Mae Scriven ( m.  1933;  div.  1936) Eleanor Norris ( m.  1940–1966),2,0.5694846574536095,122.93750042779797,123.50698508525159
1704,1704,Norma Talmadge,1894-05-02,Joseph Schenck ( m.  1916;  div.  1934) George Jessel ( m.  1934;  div.  1939) Carvel James ( m.  1946; her death 1957),,Erasmus Hall High School,"Actress, producer","Jersey City, New Jersey , U.S.",1876-12-25,"Rybinsk ,  Yaroslavl Governorate ,  Russian Empire",Film studio executive,Norma Talmadge ( m.  1916;  div.  1934),,17.350116703286172,124.93069672888561,142.28081343217178
1705,1705,Amber Tamblyn,1983-05-14,David Cross  ( m.  2012),1,,"
 Actress 
 author 
 poet 
","Santa Monica, California , U.S.",,,,,,,35.89943667563331,
1706,1706,Jessica Tandy,1909-06-07,Jack Hawkins ( m.  1932;  div.  1940) Hume Cronyn  ( m.  1942),3,Guthrie Theater,Actress,"Hackney ,  London , England",1910-09-14,"Wood Green ,  Middlesex , England",Actor,Jessica Tandy ( m.  1932;  div.  1940) Doreen Lawrence  ( m.  1947),4,-1.2703888512426675,109.83387749235098,108.56348864110831
1707,1707,Katelyn Tarver,1989-11-02,David Blaise ( m.   2014 ),,,"
 Actress 
 singer 
","Glennville, Georgia , U.S.",,,,,,,29.42702451111248,
1708,1708,Sharon Tate,1943-01-24,Roman Polanski  ( m.  1968),Paul Richard Polanski (deceased),,Actress model,"Dallas ,  Texas , U.S.",1933-08-18,"Paris, France","Film director, producer, writer, actor","
 Barbara Kwiatkowska-Lass ( m.  1959;  div.  1962) 
 Sharon Tate ( m.  1968; died 1969) 
 Emmanuelle Seigner    ( m.  1989) 
",2; including Morgane Polanski,9.434827546082397,76.20142781850414,85.63625536458655
1709,1709,Christine Taylor,1971-07-30,Ben Stiller ( m.  2000; separated 2017),2,,Actress,"Allentown, Pennsylvania , U.S.",,,,,,,47.688864247725824,
1710,1710,Elizabeth Taylor,1932-02-27,"
 Conrad Hilton Jr. ( m.  1950;  div.  1951) 
 Michael Wilding ( m.  1952;  div.  1957) 
 Mike Todd ( m.  1957;  d.  1958) 
 Eddie Fisher ( m.  1959;  div.  1964) 
 Richard Burton ( m.  1964;  div.  1974) ( m.  1975;  div.  1976) 
 John Warner ( m.  1976;  div.  1982) 
 Larry Fortensky ( m.  1991;  div.  1996) 
",4,,"Actress, entrepreneur","London , England, UK",,"Dallas, Texas , U.S.",Businessman,Elizabeth Taylor ( m.  1950;  div.  1951) Patricia McClintock ( m.  1958;  div.  1965),2,,87.10924933434636,
1711,1711,Holland Taylor,1943-01-14,Actress,,,Actress,"Philadelphia ,  Pennsylvania , U.S.",,,,,,,76.22880688857403,
1712,1712,Jennifer Taylor,1972-04-19,Paul Taylor ( m.  1997),2,,Actress,"Hoboken, New Jersey",,,,,,,46.96605679788086,
1713,1713,Leigh Taylor-Young,1945-01-25,Ryan O'Neal ( m.  1967;  div.  1973) Guy McElwaine ( m.  1978;  div.  1983) Craig Sheffer ( m.  2003;  div.  2004) John Morton  ( m.  2013),Patrick O'Neal,,Actress,"Washington, D.C. , U.S.",1941-04-20,"Los Angeles, California , U.S.",Actor,Joanna Moore ( m.  1963;  div.  1967) Leigh Taylor-Young ( m.  1967;  div.  1973),"4 (Tatum, Griffin, Patrick, Redmond)",3.7673600416161865,74.19727988938855,77.96463993100474
1714,1714,Lili Taylor,1967-02-20,Nick Flynn  ( m.  2009),1,,Actress,"Glencoe ,  Illinois , U.S.",,,,,,,52.127011506054195,
1715,1715,Scout Taylor-Compton,1989-02-21,,,,"Actress, singer","Long Beach ,  California ,  U.S.",,,,,,,30.122452890887562,
1716,1716,Aimee Teegarden,1989-10-10,,,,"Actress, model, producer","Downey, California , U.S.",,,,,,,29.489996372273215,
1717,1717,Tia Texada,1971-12-14,,,,Actress,"Louisiana , U.S.",,,,,,,47.3137709877684,
1718,1718,Maria Thayer,1975-10-30,,,,"Actress, comedian","Portland ,  Oregon , U.S.",,,,,,,43.43689466587267,
1719,1719,Charlize Theron,1975-08-07,Stuart Townsend  (2001–2010),2,,"Actress, producer","Benoni ,  South Africa",,,,,,,43.66687885445971,
1720,1720,Tiffani Thiessen,1974-01-23,Brady Smith  ( m.  2005),2,,Actress,"Long Beach, California , U.S.",1971-12-29,"Houston, Texas , U.S.",Actor,Tiffani Thiessen  ( m.  2005),2,2.069857697283312,45.20284468538026,47.272702382663574
1721,1721,Lynne Thigpen,1948-12-22,,,,Actress,"Joliet, Illinois , U.S.",,,,,,,70.29028659041596,
1722,1722,Olivia Thirlby,1986-10-06,,,,Actress,"New York City ,  New York , U.S.",,,,,,,32.50169407996057,
1723,1723,Marlo Thomas,1937-11-21,Phil Donahue  ( m.  1980),5 stepchildren,Marymount High School,"Actress, producer, activist, philanthropist","Detroit ,  Michigan , U.S.",1935-12-21,"Cleveland ,  Ohio , U.S.","Talk show host, film producer",Marge Cooney ( m.  1958;  div.  1975) Marlo Thomas  ( m.  1980),5,1.919272811898944,81.37607206171242,83.29534487361137
1724,1724,Lea Thompson,1961-05-31,Howard Deutch  ( m.  1989),Zoey Deutch  and  Madelyn Deutch,,"
 Actress 
 dancer 
 director 
 producer 
","Rochester, Minnesota , U.S.",1950-09-14,"New York City ,  New York , U.S.","Film director ,  television director",Lea Thompson  ( m.  1989),Zoey and Madelyn Deutch,10.710692211339042,57.85197505766717,68.56266726900621
1725,1725,Susanna Thompson,1958-01-27,Martin Katz,,,Actress,"San Diego, California , U.S.",,,,,,,61.192221606193144,
1726,1726,Tessa Thompson,1983-10-03,,,,"
 Actress 
 singer 
 songwriter 
","Los Angeles ,  California ,  United States",,,,,,,35.510653880640945,
1727,1727,Bella Thorne,1997-10-08,,,,"
 Actress 
 model 
 singer 
 director 
","Pembroke Pines, Florida , U.S.",,,,,,,21.495307911866774,
1728,1728,Callie Thorne,1969-11-20,,,,Actress,"Boston ,  Massachusetts , U.S.",,,,,,,49.378152871037734,
1729,1729,Courtney Thorne-Smith,1967-11-08,Andrew Conrad ( m.  2000;  div.  2001) Roger Fishman ( m.  2007),1,,Actress,"San Francisco, California , U.S.",,,,,,,51.412417777230196,
1730,1730,Uma Thurman,1970-04-29,Gary Oldman ( m.  1990;  div.  1992)     Ethan Hawke ( m.  1998;  div.  2005),3; including  Maya,,"
 Actress 
 model 
","Boston , Massachusetts, U.S.",1958-03-21,"New Cross ,  London , England","
 Actor 
 filmmaker 
 musician 
","
 Lesley Manville ( m.  1987;  div.  1990) 
 Uma Thurman ( m.  1990;  div.  1992) 
 Donya Fiorentino ( m.  1997;  div.  2001) 
 Alexandra Edenborough ( m.  2008;  div.  2015) 
 Gisele Schmidt  ( m.  2017) 
",3,12.107024784903182,48.94008774991958,61.04711253482275
1731,1731,Gene Tierney,1920-11-19,Oleg Cassini ( m.  1941;  div.  1952) W. Howard Lee ( m.  1960; died 1981),2,"St. Margaret's School (Waterbury, Connecticut)Unquowa School (Fairfield, Connecticut)Brillantmont International SchoolMiss Porter's School",Actress,"Brooklyn , New York, U.S.",1913-04-11,"Paris , France",Fashion designer,,,7.608643572421062,98.38121248211804,105.9898560545391
1732,1732,Maura Tierney,1965-02-03,Billy Morrissette ( m.  1993;  div.  2006),,,Actress,"Boston ,  Massachusetts , United States",,,,,,,54.17222804027461,
1733,1733,Pamela Tiffin,1942-10-13,Edmondo Danon (1974-present) Clay Felker  (1962-1969),,,Actress,"Oklahoma City, Oklahoma ,  U.S.",,,,,,,76.48343224022396,
1734,1734,Jennifer Tilly,1958-09-16,Sam Simon ( m.  1984;  div.  1991),,,"Actress, voice actress, poker player","Harbor City, Los Angeles ,  California , U.S.",1955-06-06,"Los Angeles , California, U.S.","Director, producer, writer, boxing manager, philanthropist","Director, producer, writer, boxing manager, philanthropist",,3.280012594372232,60.557027180571815,63.837039774944046
