,name,bday,sex,age,age_diff,zodiac,zodiac_sp,num_of_m,num_of_m_sp,num_of_child_cl,num_of_child_sp_cl,num_of_role,num_of_role_sp,geohash,geo_distance,age_m_1,age_div_1,age_m_sp_1,age_div_sp_1,divorce
0,50 Cent,1975-07-06,M,43.836629088893005,,6.0,,,,2.0,,8.0,,dr5regw,,,,,,
1,Lee Aaker,1943-09-25,M,75.6155157190086,,9.0,,,,,,5.0,,9q5ctr1,,,,,,
2,Willie Aames,1960-07-15,M,58.81024251011314,,6.0,,3.0,,2.0,,5.0,,9mupk2n,,19.0,,,,1.0
3,Quinton Aaron,1984-08-15,M,34.72487456963524,,7.0,,,,,,1.0,,dr72r5t,,,,,,
4,Victor Aaron,1956-09-11,M,62.651526040918036,,8.0,,,,2.0,,3.0,,9txjnt6,,,,,,
5,Bruce Abbott,1954-07-28,M,64.77614187834111,-2.1656844425279096,7.0,9.0,2.0,2.0,2.0,2.0,1.0,1.0,c20fbmg,20000000.0,28.0,35.0,26.0,26.0,1.0
6,Bud Abbott,,M,,,,,1.0,,2.0,,3.0,,dr5kgcf,,,,,,0.0
7,Christopher Abbott,1986-02-01,M,33.26009432089639,,1.0,,,,,,1.0,,dr79ks9,,,,,,
8,Philip Abbott,,M,,,,,1.0,,,,1.0,,9z70pmz,,,,,,1.0
9,Richard Abbott,1899-05-22,M,119.95865760419449,,5.0,,,,,,1.0,,u155khj,,,,,,
10,Jake Abel,1987-11-18,M,31.466765231318927,,10.0,,1.0,,,,3.0,,dpq0h5n,,26.0,,,,0.0
11,Walter Abel,1898-06-06,M,120.91692505664044,,5.0,,,,2.0,,1.0,,9zvz9xt,,,,,,
12,Zachary Abel,1980-09-04,M,38.67019856670568,,8.0,,,,,,1.0,,dp55vs1,,,,,,
13,F. Murray Abraham,1939-10-24,M,79.53619855301616,,10.0,,1.0,,2.0,,1.0,,dppn59u,,23.0,,,,0.0
14,Jon Abrahams,1977-10-29,M,41.52035976098072,,10.0,,,,,,1.0,,dr5regw,,,,,,
15,Omid Abtahi,1979-07-12,M,39.820119509640854,,6.0,,,,,,1.0,,tnke13h,,,,,,
16,Yousef Abu-Taleb,,M,,,,,,,,,1.0,,dqcjjy0,,,,,,
17,Kirk Acevedo,1971-11-27,M,47.44245261709686,,11.0,,1.0,2.0,2.0,2.0,1.0,1.0,dr5rmm5,20000000.0,34.0,,,,0.0
18,Jensen Ackles,1978-03-01,M,41.18359719912113,-1.04588047666961,2.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,9vg4mqf,625441.0,32.0,,31.0,31.0,0.0
19,Rodolfo Acosta,1920-07-29,M,98.77273318411741,,7.0,,1.0,,,,,,9tsk9x4,,25.0,,,,0.0
20,Jay Acovone,1955-08-20,M,63.71383395962956,,7.0,,,,,,1.0,,dr7e65s,,,,,,
21,Eddie Acuff,1903-06-03,M,115.92845848990738,,5.0,,,,,,1.0,,dn2jzuf,,,,,,
22,Jason Acuña,1973-05-16,M,45.97493446135103,,4.0,,,,,,7.0,,spz2sxq,,,,,,
23,Robert Adair,1900-01-03,M,119.33989062061508,,0.0,,,,,,1.0,,9q8yyk8,,,,,,
24,Brandon Adams,1979-08-22,M,39.70786532235432,,7.0,,,,,,1.0,,9ygynu7,,,,,,
25,CJ Adams,2000-04-06,M,19.083211838709897,,3.0,,,,,,1.0,,drmht3r,,,,,,
26,Don Adams,1923-04-13,M,96.06768106121277,,3.0,,3.0,,7.0,,5.0,,dr5regw,,24.0,37.0,,,1.0
27,J.B. Adams,1954-09-29,M,64.60365373690081,,9.0,,,,,,1.0,,9y69ubw,,,,,,
28,Julian Adams,,M,,,,,,,,,2.0,,dnn3kj8,,,,,,
29,Mason Adams,1919-02-26,M,100.19370692074443,,2.0,,1.0,,2.0,,1.0,,dr5rmm5,,38.0,,,,0.0
30,Nick Adams,1931-07-10,M,87.82658097017735,-5.993278438297844,6.0,6.0,1.0,1.0,2.0,2.0,2.0,,dr3fqmn,20000000.0,28.0,34.0,22.0,22.0,1.0
31,R. J. Adams,1942-09-20,M,76.62854131159435,,8.0,,1.0,,,,5.0,,dpxts8y,,26.0,,,,0.0
32,Rob Adams,1970-02-27,M,49.18923728755554,,2.0,,1.0,,3.0,,3.0,,9yzgery,,26.0,,,,0.0
33,Stanley Adams,1915-04-07,M,104.08427277767514,,3.0,,,,,,3.0,,dr5regw,,,,,,
34,Ted Adams,1890-03-17,M,129.13885979862695,,2.0,,,,,,1.0,,dr5regw,,,,,,
35,Victor Adamson,1890-01-04,M,129.33598910313012,,0.0,,,,3.0,,6.0,,9yuwrvc,,,,,,
36,Thom Adcox-Hernandez,,M,,,,,,,,,3.0,,,,,,,,
37,Anthony Mark Addabbo,1960-09-14,M,58.64323018268684,,8.0,,1.0,,,,2.0,,dhwfmx3,,39.0,,,,1.0
38,Wesley Addy,1913-08-04,M,105.75713395894509,-3.7345051575323254,7.0,4.0,1.0,,,2.0,1.0,2.0,9z7f8yw,20000000.0,53.0,,,,0.0
39,Ilunga Adell,1948-11-27,M,70.44087147580031,,11.0,,,,,,3.0,,9ypzyyu,,,,,,
40,Paul Adelstein,1969-04-29,M,50.021561017680035,-8.101466833678995,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,dp3wjzt,5003530.0,37.0,48.0,29.0,29.0,1.0
41,Jovan Adepo,,M,,,,,,,,,1.0,,gcpp6vk,,,,,,
42,Patrick Adiarte,1943-08-02,M,75.76336269738599,,7.0,,,,,,2.0,,wdw56d6,,,,,,
43,Seth Adkins,1989-10-30,M,29.517375442343106,,10.0,,,,,,1.0,,9whpt4g,,,,,,
44,Jay Adler,1896-08-04,M,122.75406065832972,,7.0,,,,,,1.0,,dr5regw,,,,,,
45,Jerry Adler,1929-02-04,M,90.25236657836916,,1.0,,,,,,3.0,,dr5rmm5,,,,,,
46,Joe Adler,1993-03-29,M,26.10594331163542,,3.0,,,,,,1.0,,dnq8259,,,,,,
47,Luther Adler,1903-05-04,M,116.01059570011705,-7.2636672895405106,4.0,7.0,2.0,,1.0,1.0,2.0,1.0,dr5regw,625441.0,35.0,43.0,,,1.0
48,Matt Adler,1966-12-08,M,52.411753834780995,,11.0,,2.0,,,,1.0,,9q5ctr1,,27.0,29.0,,,1.0
49,Max Adler,1986-01-17,M,33.30116292600122,,0.0,,1.0,,,,1.0,,dr5x8y2,,29.0,,,,0.0
50,Franklin Adreon,1902-11-18,M,116.46782617028411,,10.0,,,,,,4.0,,dqcqprv,,,,,,
51,Nick Afanasiev,1989-07-29,M,29.772000793993033,,7.0,,,,,,1.0,,ucfv0n0,,,,,,
52,Ben Affleck,1972-08-15,M,46.72512098126587,0.3285488408386209,7.0,3.0,1.0,2.0,3.0,3.0,1.0,3.0,9q9p3w7,5003530.0,33.0,46.0,28.0,28.0,1.0
53,Casey Affleck,1975-08-12,M,43.73532652963442,-3.3292949204980253,7.0,11.0,1.0,1.0,2.0,2.0,1.0,3.0,drmu3k8,5003530.0,31.0,42.0,28.0,28.0,1.0
54,John Agar,1921-01-31,M,98.26348248081754,,1.0,,2.0,,3.0,,1.0,,dp3wjzt,,24.0,29.0,,,1.0
55,Arthur Agee,1972-10-22,M,46.53894330479065,,9.0,,,,,,2.0,,dp3wjzt,,,,,,
56,Steve Agee,1969-02-26,M,50.19131125211332,,2.0,,,,,,3.0,,9qh931c,,,,,,
57,Robert Agnew,1899-06-04,M,119.92306481310362,,5.0,,,,,,1.0,,dngytb2,,,,,,
58,Jonathan Ahdout,1989-03-18,M,30.136142425922504,,2.0,,,,,,1.0,,9q59x9j,,,,,,
59,Waris Ahluwalia,,M,,,,,,,,,2.0,,ttt5zyb,,,,,,
60,Philip Ahn,1905-03-29,M,114.10775033026005,,3.0,,,,,,1.0,,9q5fnds,,,,,,
61,Charles Aidman,1925-01-21,M,94.2907794136772,,1.0,,2.0,,,,1.0,,dp4mpks,,32.0,42.0,,,1.0
62,Danny Aiello,1933-06-20,M,85.87992908820851,,5.0,,,,,,1.0,,dr72h8r,,,,,,
63,Danny Aiello III,1957-01-27,M,62.27369487395361,,1.0,,,,,,3.0,,dr72r5t,,,,,,
64,Liam Aiken,1990-01-07,M,29.32845985886089,,0.0,,,,,,1.0,,dr5regw,,,,,,
65,Alan Aisenberg,1993-03-18,M,26.136060288712287,,2.0,,,,,,2.0,,,,,,,,
66,Spottiswoode Aitken,1868-04-16,M,151.05580538956994,,3.0,,,,,,1.0,,gcvwr3y,,,,,,
67,Franklyn Ajaye,1949-05-13,M,69.98364100563325,,4.0,,,,,,2.0,,dr5rmm5,,,,,,
68,Ayad Akhtar,1970-10-28,M,48.52392588485732,,10.0,,,,,,2.0,,dr5qbem,,,,,,
69,Gbenga Akinnagbe,1978-12-12,M,40.40055579512242,,11.0,,,,,,2.0,,dqcjqfz,,,,,,
70,Claude Akins,1926-05-25,M,92.95194288725985,,5.0,,1.0,,3.0,,1.0,,dnh5854,,26.0,,,,0.0
71,Marc Alaimo,1942-05-05,M,77.00637247855877,,4.0,,,,,,1.0,,dp9kzdu,,,,,,
72,Mark Alan,,M,,,,,,,,,3.0,,dpeg5gh,,,,,,
73,"Americo ""Rico"" Alaniz",1919-10-25,M,99.5338713320602,,10.0,,,,,,1.0,,9tsk630,,,,,,
74,Frank Albanese,1931-05-16,M,87.9771658555617,,4.0,,,,,,1.0,,,,,,,,
75,Luis Alberni,1886-10-04,M,132.58862262743247,,9.0,,1.0,,,,1.0,,sp3e3my,,33.0,54.0,,,1.0
76,Devin Albert,1999-01-06,M,20.331697433896657,,0.0,,,,,,2.0,,dq8vtfh,,,,,,
77,Eddie Albert,1906-04-22,M,113.04270450454149,-11.050192680205617,4.0,4.0,,2.0,,,4.0,1.0,9zrs4ud,5003530.0,,,20.0,20.0,
78,Edward Albert,1951-02-20,M,68.20947726510471,12.213803158175732,2.0,11.0,1.0,3.0,,1.0,1.0,1.0,9q5ctr1,20000000.0,27.0,,27.0,27.0,0.0
79,Micah Alberti,1984-08-19,M,34.71392294160729,,7.0,,,,,,2.0,,dp8knn2,,,,,,
80,Coit Albertson,1880-10-14,M,138.55999780967443,,9.0,,,,,,1.0,,dr4j2nz,,,,,,
81,Frank Albertson,1909-02-02,M,110.2582530784342,,1.0,,2.0,,5.0,,1.0,,cb5xm9w,,22.0,34.0,,,1.0
82,Jack Albertson,1907-06-16,M,111.89278356160635,,5.0,,1.0,,1.0,,4.0,,drt3qg7,,45.0,,,,0.0
83,J. Grant Albrecht,1966-05-22,M,52.9593352361787,,5.0,,,,,,9.0,,9qe14x6,,,,,,
84,Tucker Albrizzi,,M,,,,,,,,,1.0,,dhvpsxm,,,,,,
85,Chris Alcaide,1922-10-23,M,96.53860106641476,-3.6277267842597727,10.0,5.0,2.0,,,2.0,2.0,3.0,dpq9ucb,20000000.0,26.0,27.0,,,1.0
86,Alejandro Alcondez,1970-08-03,M,48.75938588745832,,7.0,,,,,,6.0,,9ewt80z,,,,,,
87,Todd Alcott,1961-10-22,M,57.53985365887048,,9.0,,,,,,3.0,,dp90q3f,,,,,,
88,Alan Alda,1936-01-28,M,83.27344161755546,2.88027817135191,1.0,2.0,,1.0,,3.0,6.0,2.0,dr5regw,625441.0,,,24.0,24.0,
89,Antony Alda,1956-12-09,M,62.40785231729604,,11.0,,2.0,,2.0,,1.0,,gbtgxuw,,19.0,21.0,,,1.0
90,Robert Alda,1914-02-26,M,105.19312511550542,,2.0,,2.0,,,,1.0,,dr5regw,,18.0,32.0,,,1.0
91,Norman Alden,1924-09-13,M,94.64670732458572,,8.0,,,,,,1.0,,9vff34v,,,,,,
92,Tom Aldredge,1928-02-28,M,91.18873077475924,,2.0,,,,,,1.0,,dph4hjv,,,,,,
93,Fred Aldrich,1904-12-23,M,114.37058940293093,,0.0,,,,,,1.0,,dr5regw,,,,,,
94,Kevin Alejandro,1976-04-07,M,43.08096675496417,,3.0,,,,1.0,,3.0,,9v1zqsr,,,,,,
95,Grant Aleksander,1960-08-06,M,58.7500085559594,,7.0,,,,,,1.0,,dqcx88s,,,,,,
96,Aki Aleong,1934-12-19,M,84.3822939553858,,11.0,,,,,,4.0,,d9uk87x,,,,,,
97,John Ales,1969-01-03,M,50.3391582304907,,0.0,,,,,,1.0,,9q5ctr1,,,,,,
98,Frank Alesia,1944-01-04,M,75.33898711130277,,0.0,,,,,,,,,,,,,,
99,Frank Aletter,1926-01-14,M,93.3106087051753,-9.363641963900696,0.0,5.0,2.0,2.0,4.0,2.0,1.0,3.0,dr5x8y2,20000000.0,32.0,48.0,23.0,23.0,1.0
100,Ben Alexander,1911-06-27,M,107.86258444731924,,6.0,,,,,,1.0,,9qsws0x,,,,,,
101,Christian Alexander,1990-04-14,M,29.06288287918301,,3.0,,,,,,1.0,,swbb5ft,,,,,,
102,Cris Alexander,1920-01-14,M,99.31210086449413,,0.0,,1.0,,,,5.0,,9y7txts,,91.0,,,,0.0
103,Flex Alexander,1970-04-15,M,49.060555658227074,-3.080145382862072,3.0,4.0,1.0,1.0,2.0,2.0,3.0,5.0,dr72jm9,5003530.0,30.0,,27.0,27.0,0.0
104,Jace Alexander,1964-04-07,M,55.0812131665948,-6.3546821632203265,3.0,7.0,1.0,1.0,3.0,3.0,3.0,1.0,dr5regw,625441.0,34.0,,28.0,28.0,0.0
105,Jason Alexander,1959-09-23,M,59.620662984181735,,9.0,,1.0,,2.0,,6.0,,dr5r8pt,,23.0,,,,0.0
106,John Alexander,1897-11-29,M,121.43438948096129,,11.0,,,,,,1.0,,dngymk2,,,,,,
107,Pico Alexander,1991-06-03,M,27.926651471282767,,5.0,,,,,,1.0,,dr5regw,,,,,,
108,Richard Alexander,1902-11-19,M,116.46508826327715,,10.0,,,,,,1.0,,9vg4mqf,,,,,,
109,River Alexander,1999-11-29,M,19.436401842611414,,11.0,,,,,,1.0,,dhwu5zu,,,,,,
110,Ross Alexander,1907-07-27,M,111.7805293743198,,7.0,,,,,,1.0,,dr5rmm5,,,,,,
111,Phillip Alford,1948-09-11,M,70.65169031533844,,8.0,,,,,,1.0,,dn4cdb5,,,,,,
112,Mahershala Ali,1974-02-16,M,45.21927212742219,,1.0,,1.0,,1.0,,2.0,,9q9p1dh,,39.0,,,,0.0
113,Jed Allan,1935-03-01,M,84.18516465088263,,2.0,,1.0,,3.0,,4.0,,dr5regw,,23.0,,,,0.0
114,Stuart Allan,,M,,,,,,,,,3.0,,dq8hfn5,,,,,,
115,William Alland,1916-03-04,M,103.17528765135492,,2.0,,,,,,2.0,,dqf6b0y,,,,,,
116,Bill Allen,1962-11-07,M,56.49671108920786,,10.0,,,,,,1.0,,9ydy3hw,,,,,,
117,Chad Allen,1974-06-05,M,44.92084026366045,,5.0,,,,,,1.0,,9qh097e,,,,,,
118,Chet Allen,1939-05-06,M,80.00438065121118,,4.0,,,,,,1.0,,dnuzz8q,,,,,,
120,Corey Allen,1934-06-29,M,84.85595186759481,,6.0,,,,1.0,,4.0,,dpmuhfx,,,,,,
121,Dave Allen,,M,,,,,,,,,2.0,,dp3md08,,,,,,
122,Fred Allen,1894-05-31,M,124.9334346358926,,5.0,,,,,,,,drt3jcg,,,,,,
123,Harry Allen,1883-07-10,M,135.82482870969287,,6.0,,,,,,1.0,,rhv2n82,,,,,,
124,Keegan Allen,1989-07-22,M,29.79116614304195,,6.0,,,,,,4.0,,9q93j4v,,,,,,
125,Lester Allen,1891-11-17,M,127.46873652436396,,10.0,,,,,,1.0,,drdt0n3,,,,,,
126,Phillip R. Allen,1939-03-26,M,80.11663483849772,,3.0,,,,1.0,,1.0,,dppn59u,,,,,,
127,Rex Allen,1920-12-31,M,98.34835759803421,,0.0,,,,5.0,,3.0,,9t9zkxq,,,,,,
128,Robert Allen,1906-03-28,M,113.1111521797162,,3.0,,,,,,1.0,,dr72xzc,,,,,,
129,Tyrees Allen,1954-07-31,M,64.76792815732014,,7.0,,,,,,1.0,,9yfsfy9,,,,,,
130,Woody Allen,1935-12-01,M,83.4322402239608,,11.0,,3.0,,5.0,,4.0,,dr5rmm5,,21.0,27.0,,,1.0
131,Michael Allinson,1920-12-30,M,98.35109550504116,,0.0,,,,,,1.0,,gcpvj0d,,,,,,
132,Bill Allison,,M,,,,,,,,,1.0,,,,,,,,
133,Kevin Allison,1970-02-16,M,49.219354264632386,,1.0,,,,,,3.0,,dngykys,,,,,,
134,Marshall Allman,1984-04-05,M,35.08627829455772,,3.0,,1.0,1.0,3.0,3.0,1.0,1.0,9v6kpvc,5003530.0,22.0,,,,0.0
135,Sheldon Allman,1924-06-08,M,94.9122843042636,,5.0,,,,,,3.0,,dp3wjzt,,,,,,
136,Christopher Allport,1947-06-17,M,71.88922428249724,,5.0,,2.0,,2.0,,1.0,,drt2zp2,,32.0,43.0,,,1.0
137,Corbin Allred,1979-05-25,M,39.951539045976304,,5.0,,,,,,1.0,,9zhfp6r,,,,,,
138,Usman Ally,1982-08-27,M,36.69342970765998,,8.0,,,,,,1.0,,keq3h58,,,,,,
139,Joaquim de Almeida,1957-03-15,M,62.14501324462515,,2.0,,,,,,1.0,,eycs210,,,,,,
140,Ryan Alosio,,M,,,,,,,,,5.0,,,,,,,,
141,Murray Alper,1904-01-11,M,115.32064313435595,,0.0,,,,,,1.0,,dr5regw,,,,,,
142,Bruce Altman,,M,,,,,,,,,,,dr72r5t,,,,,,
143,Jeff Altman,1951-08-13,M,67.73308144588869,,7.0,,,,,,3.0,,dr9ughx,,,,,,
144,Bobby Alto,1938-10-30,M,80.51910716852503,,10.0,,,,,,1.0,,dr5rmm5,,,,,,
145,George Alvarez,,M,,,,,,,2.0,,1.0,,d7bdqjc,,,,,,
146,Tyler Alvarez,1997-10-25,M,21.53090070295763,,10.0,,,,,,1.0,,dr5regw,,,,,,
147,John Alvin,1917-10-24,M,101.5352813541688,,10.0,,,,,,1.0,,dp3wjzt,,,,,,
148,Kirk Alyn,1910-10-08,M,108.57991608315024,-8.525842419762213,9.0,3.0,1.0,,3.0,4.0,1.0,2.0,dr68jmf,20000000.0,32.0,45.0,,,1.0
149,Tom Amandes,1959-03-09,M,60.16276857156546,,2.0,,,,3.0,,2.0,,dp91ws3,,,,,,
150,Ed Amatrudo,,M,,,,,,,,,1.0,,,,,,,,
151,The Amazing Criswell,1907-08-07,M,111.75041239724293,,7.0,,,,,,4.0,,dncdpq7,,,,,,
152,Dan Amboyer,1985-12-28,M,33.355921066140986,,0.0,,1.0,,,,1.0,,dpsby4p,,32.0,,,,0.0
153,Utkarsh Ambudkar,1983-12-08,M,35.412089228389355,,11.0,,,,,,3.0,,dqcx88s,,,,,,
154,Don Ameche,1908-05-31,M,110.93451610916037,,5.0,,1.0,,6.0,,6.0,,dp9d386,,24.0,,,,1.0
155,John Patrick Amedori,1987-04-20,M,32.047201516800484,,4.0,,,,,,2.0,,dqcx88s,,,,,,
156,Paul America,1944-02-25,M,75.19661594693936,,2.0,,,,,,2.0,,dr55fu7,,,,,,
157,Leon Ames,1902-01-20,M,117.29467408639464,,1.0,,1.0,,2.0,,1.0,,dp5w42c,,36.0,,,,0.0
158,Robert Downing Ames,1889-03-23,M,130.1217684141358,,3.0,,4.0,,,,1.0,,drkmd70,,18.0,,,,1.0
159,John Amos,1939-12-27,M,79.36097250456888,,0.0,,3.0,,6.0,,1.0,,dr5r8pt,,26.0,36.0,,,1.0
160,John Amplas,1949-06-23,M,69.87138681834672,,6.0,,,,,,1.0,,dppn59u,,,,,,
161,Glenn Anders,1889-09-01,M,129.6782274790037,,8.0,,,,,,3.0,,9q5ctr1,,,,,,
162,Lemon Andersen,1975-04-21,M,44.04471002142412,,4.0,,,,,,5.0,,dr5rmm5,,,,,,
163,Anthony Anderson,1970-08-15,M,48.72653100337447,,7.0,,,,2.0,,3.0,,9q5bvfd,,,,,,
164,Arthur Anderson,1922-08-29,M,96.68918595179916,,8.0,,,,1.0,,1.0,,dr5qbem,,,,,,
165,Broncho Billy Anderson,1880-03-21,M,139.126744560121,,3.0,,,,,,1.0,,9ynmevk,,,,,,
166,Darren Anderson,,M,,,,,,,,,3.0,,c3x297q,,,,,,
167,Daryl Anderson,1951-07-01,M,67.8508114471892,,6.0,,,,,,,,c23nb62,,,,,,
168,Deke Anderson,1959-03-16,M,60.143603222516546,,2.0,,,,,,3.0,,9r4bcs4,,,,,,
169,Eddie Anderson,1905-09-18,M,113.63409241805105,,8.0,,2.0,,4.0,,2.0,,9q9p1dh,,27.0,68.0,,,1.0
170,Eric Chase Anderson,,M,,,,,,,,,3.0,,9vk1mc9,,,,,,
171,George Anderson,,M,,,,,,,,,1.0,,dr5regw,,,,,,
172,Herbert Anderson,1917-03-30,M,102.10476601162243,,3.0,,,,2.0,,,,9q9p1dh,,,,,,
173,James Anderson,1921-07-13,M,97.8172036386784,,6.0,,,,,,1.0,,djf9nhq,,,,,,
174,Jeff Anderson,1970-04-21,M,49.04412821618514,,4.0,,,,,,,,drkh8ve,,,,,,
175,John Anderson,1922-10-20,M,96.54681478743576,,9.0,,,,,,3.0,,9zp7dps,,,,,,
176,Kevin Anderson,1960-01-13,M,59.31401739939904,,0.0,,,,,,1.0,,dp93p9r,,,,,,
2123,Larry Anderson,1952-09-22,M,66.62149120105136,,8.0,,,,,,2.0,,cbk9v6g,,,,,,
2251,Michael J. Anderson,1953-10-31,M,65.515376770228,,10.0,,,,,,1.0,,9xj64fk,,,,,,
2252,Mitchell Anderson,1961-08-21,M,57.709603893303786,,7.0,,,,,,1.0,,dprxkzw,,,,,,
2253,Richard Anderson,1926-08-08,M,92.7465998617357,,7.0,,2.0,,3.0,,4.0,,dr5mk30,,29.0,30.0,,,1.0
2254,Richard Dean Anderson,1950-01-23,M,69.28547471885118,,1.0,,,,1.0,,2.0,,9zvxvey,,,,,,
2255,Sam Anderson,1945-05-13,M,73.98372314284346,,4.0,,,,,,1.0,,cb5r1wm,,,,,,
2256,Stanley Anderson,1939-10-23,M,79.53893646002314,,10.0,,,,,,1.0,,c84u7n8,,,,,,
2257,Keith Andes,1920-07-12,M,98.8192776032362,,6.0,,,,,,2.0,,dqfzrn2,,,,,,
2258,André 3000,1975-05-27,M,43.946145369172534,,5.0,,,,,,7.0,,djgzzxy,,,,,,
2259,Cooper Andrews,1985-03-10,M,34.15812781918862,,2.0,,,,,,1.0,,dr7bqm8,,,,,,
2260,Dana Andrews,1909-01-01,M,110.3458661026578,,0.0,,2.0,,4.0,,1.0,,dj8k40g,,23.0,,,,1.0
2261,David Andrews,1952-11-02,M,66.50923701376483,,10.0,,,,1.0,,1.0,,9vrjhzx,,,,,,
2262,Edward Andrews,1914-10-09,M,104.57709603893305,,9.0,,1.0,,3.0,,1.0,,djuj4s2,,41.0,,,,1.0
2263,Giuseppe Andrews,,M,,,,,,,,,,,,,,,,,
2264,Naveen Andrews,1969-01-17,M,50.300827532392866,,0.0,,,,2.0,,1.0,,gcputpq,,,,,,
2265,Shawn Andrews,,M,,,,,,,,,,,drt1uxt,,,,,,
2266,Stanley Andrews,1891-08-28,M,127.69050699193001,,8.0,,,,,,1.0,,dp3tmeh,,,,,,
2267,Tige Andrews,1920-03-19,M,99.13413690903988,,2.0,,1.0,,,,1.0,,dr5rmm5,,30.0,,,,0.0
2268,Tod Andrews,,M,,,,,,,2.0,,1.0,,9tskb2z,,,,,,
2269,Michael Angarano,1987-12-03,M,31.42569662621409,,11.0,,,,,,1.0,,dr5rmm5,,,,,,
2270,Matt Angel,1990-10-23,M,28.53720473384121,,10.0,,,,,,4.0,,,,,,,,
2271,Ira Angustain,1958-08-06,M,60.751418578068,,7.0,,,,,,5.0,,9q5fjp3,,,,,,
2272,Paul Anka,1941-07-30,M,77.77024853350856,,7.0,,3.0,,6.0,,2.0,,f244mkw,,22.0,60.0,,,1.0
2273,Morris Ankrum,1896-08-28,M,122.68835089016198,,8.0,,,,,,3.0,,dp1smbm,,,,,,
2274,Dave Annable,1979-09-15,M,39.6421555541866,-5.651040062424282,8.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,dr73bst,20000000.0,31.0,,25.0,25.0,0.0
2275,Michael Ansara,1922-04-15,M,97.06154130474958,-3.6551058543296575,3.0,11.0,3.0,1.0,1.0,,1.0,1.0,,,33.0,34.0,30.0,30.0,1.0
2276,Ant,1967-08-22,M,51.70811173398496,,7.0,,,,,,2.0,,drt2zp2,,,,,,
2277,Dave Anthony,1967-08-26,M,51.697160105957,,8.0,,,,1.0,,4.0,,,,,,,,
2278,Emjay Anthony,2003-06-01,M,15.931880873666124,,5.0,,,,,,1.0,,dhvp5hn,,,,,,
2279,Joseph Anthony,1912-05-24,M,106.95359932099907,,5.0,,,,,,4.0,,dp9kzdu,,,,,,
2280,Tony Anthony,1937-10-16,M,81.55677392417367,,9.0,,,,,,5.0,,dnyz7wy,,,,,,
2281,Steve Antin,1958-04-19,M,61.04985044182974,,3.0,,,,,,4.0,,dr5x8y2,,,,,,
2282,Craig Anton,1962-08-28,M,56.69110248670403,,8.0,,1.0,,,,4.0,,9z7f8yw,,32.0,,,,1.0
2283,Emile de Antonio,1919-05-14,M,99.98288808120633,,4.0,,,,,,2.0,,dr65w62,,,,,,
2284,Lou Antonio,1934-01-23,M,85.28580326769202,,1.0,,1.0,,,,1.0,,9y69ubw,,31.0,46.0,,,1.0
2285,Jason Antoon,1971-11-09,M,47.491734943222646,,10.0,,,,2.0,,1.0,,9q59x9j,,,,,,
2286,Harry Antrim,1884-08-27,M,134.69133520879964,,8.0,,,,,,1.0,,dp3wjzt,,,,,,
2287,Hy Anzell,,M,,,,,,,,,4.0,,dr5regw,,,,,,
2288,Perry Anzilotti,1959-12-11,M,59.404368330629644,,11.0,,,,,,1.0,,dp3wjzt,,,,,,
2289,Judd Apatow,1967-12-06,M,51.41789359124417,-4.3039898149859335,11.0,3.0,1.0,1.0,,,2.0,1.0,dr5rzvk,20000000.0,30.0,,25.0,25.0,0.0
2290,Apesanahkwat,,M,,,,,,,,,9.0,,dpbzr4f,,,,,,
2291,Oscar Apfel,1878-01-17,M,141.30064272366988,,0.0,,,,,,4.0,,dpmuhfx,,,,,,
2292,Sam Appel,1871-08-08,M,147.74567581812084,,7.0,,,,,,1.0,,9ewnfne,,,,,,
2293,Zach Appelman,,M,,,,,,,,,1.0,,9q9jh84,,,,,,
2294,Eddie Applegate,1935-10-04,M,83.59103883036613,,9.0,,,,3.0,,2.0,,dr4s1fy,,,,,,
2295,Royce D. Applegate,1939-12-25,M,79.36644831858284,,0.0,,1.0,,,,3.0,,9y69xtm,,19.0,30.0,,,1.0
2296,Hale Appleman,1986-01-17,M,33.30116292600122,,0.0,,,,,,1.0,,,,,,,,
2297,John Aprea,1941-03-04,M,78.17545877054286,,2.0,,,,,,2.0,,dr72ssq,,,,,,
2298,Tomas Arana,1955-04-03,M,64.09440303360097,,3.0,,,,,,4.0,,9qcvkbf,,,,,,
2299,Ray Aranha,1939-05-01,M,80.01807018624613,,4.0,,,,,,4.0,,dhwfx1y,,,,,,
2300,Jack Aranson,1924-12-29,M,94.35375127483795,,0.0,,,,,,,,9q5ctr1,,,,,,
2301,Michael Arata,1966-02-23,M,53.20027105279368,,2.0,,,,,,3.0,,,,,,,,
2464,Andrew Arbuckle,1887-09-05,M,131.66868587308429,,8.0,,,,,,,,9vhwdy4,,,,,,
2465,Maclyn Arbuckle,1866-07-09,M,152.8272312230915,,6.0,,,,,,4.0,,9v1zqsr,,,,,,
2466,Roscoe Arbuckle,1887-03-24,M,132.1204405292374,-2.5243502604434043,3.0,9.0,3.0,,,,4.0,1.0,9z1f21d,5003530.0,21.0,38.0,,,1.0
2467,Allan Arbus,1918-02-15,M,101.22315995537213,-5.073341683949705,1.0,2.0,2.0,1.0,3.0,,2.0,,dr5regw,118.0,23.0,51.0,18.0,18.0,1.0
