,name,bday,sex,age,age_diff,zodiac,zodiac_sp,num_of_m,num_of_m_sp,num_of_child_cl,num_of_child_sp_cl,num_of_role,num_of_role_sp,geohash,geo_distance,age_m_1,age_div_1,age_m_sp_1,age_div_sp_1,divorce
2468,John Archer,1915-05-08,M,103.99939766045846,,4.0,,,,,,1.0,,9z6dk0t,,,,,,
2469,Ken Ard,1960-06-30,M,58.851311115217975,,6.0,,,,,,,,9q9p1dh,,,,,,
2470,Robert Arden,1922-12-11,M,96.40444362307234,,11.0,,,,,,,,gcpvj0d,,,,,,
2471,Lee Arenberg,1962-07-18,M,56.80335667399057,,6.0,,,,,,3.0,,9q9jh84,,,,,,
2472,Geoffrey Arend,1978-02-28,M,41.18633510612811,2.8255200312121405,2.0,4.0,1.0,1.0,,,3.0,2.0,dr72h8r,5003530.0,31.0,,34.0,34.0,0.0
2473,Maurice Argent,1916-03-04,M,103.17528765135492,,2.0,,,,,,,,,,,,,,
2474,Carmen Argenziano,1943-10-27,M,75.52790269478497,,10.0,,,,,,1.0,,dpqf866,,,,,,
2475,Victor Argo,1934-11-05,M,84.5027618636933,,10.0,,,,,,2.0,,dr72r5t,,,,,,
2476,Moisés Arias,1994-04-18,M,25.051849113944844,,3.0,,,,,,1.0,,dr5regw,,,,,,
2477,Yancey Arias,1971-06-27,M,47.8613523891661,,6.0,,,,,,4.0,,dr5regw,,,,,,
2478,Amir Arison,1978-03-24,M,41.1206253379604,,3.0,,,,,,1.0,,9yzgery,,,,,,
2479,Adam Arkin,1956-08-19,M,62.71449790207876,,7.0,,2.0,,2.0,,3.0,,dr5rmm5,,43.0,,,,1.0
2480,Alan Arkin,1934-03-26,M,85.11605303325871,,3.0,,3.0,,3.0,,5.0,,dr5rmm5,,21.0,27.0,,,1.0
2511,David Arkin,1941-12-24,M,77.36777620348124,,0.0,,,,,,1.0,,9q5ctr1,,,,,,
2512,Matthew Arkin,1960-03-21,M,59.12783972292381,,3.0,,1.0,,2.0,,2.0,,dr5rmm5,,33.0,51.0,,,1.0
2513,John Arledge,1906-03-12,M,113.15495869182804,,2.0,,,,,,1.0,,9vs45v6,,,,,,
2514,Richard Arlen,1899-09-01,M,119.67939108948164,,8.0,,3.0,,,,1.0,,9zvz9xt,,21.0,24.0,,,1.0
2515,Pedro Armendáriz,1912-05-09,M,106.99466792610387,,4.0,,1.0,,2.0,,1.0,,9g3w81t,,26.0,,,,0.0
2516,Henry Armetta,1888-07-04,M,130.83910004996682,,6.0,,,,,,1.0,,sqc8b49,,,,,,
2517,Fred Armisen,1966-12-04,M,52.42270546280896,,11.0,,2.0,,,,,,dj8d0nu,,32.0,38.0,,,1.0
2518,Brent Armitage,,M,,,,,,,,,4.0,,9q5ctr1,,,,,,
2519,George Armitage,,M,,,,,,,,,4.0,,drkmd70,,,,,,
2520,Russell Arms,1920-02-03,M,99.25734272435436,,1.0,,,,,,2.0,,9q9p3w7,,,,,,
2521,Curtis Armstrong,1953-11-27,M,65.44145328103933,,11.0,,1.0,,,,4.0,,dpsby4p,,41.0,,,,0.0
2522,Louis Armstrong,1901-08-04,M,117.75738037057572,,7.0,,,,,,1.0,,9vrfqk7,,,,,,
2523,Matthew John Armstrong,1973-08-28,M,45.69019213262422,,8.0,,,,,,,,dp3wjzt,,,,,,
2524,R.G. Armstrong,1917-04-07,M,102.08286275556652,,3.0,,,,,,1.0,,djfnsby,,,,,,
2525,Robert Armstrong,1890-11-20,M,128.4598588608938,-5.199285406271176,10.0,1.0,4.0,,,,1.0,1.0,dpsr18k,5003530.0,30.0,35.0,,,1.0
2526,Todd Armstrong,1937-07-25,M,81.7840202057537,,7.0,,,,,,1.0,,9yzgery,,,,,,
2527,Vaughn Armstrong,1950-07-07,M,68.83372006269808,,6.0,,,,,,1.0,,9qf2hds,,,,,,
2528,Desi  Arnaz,1917-03-02,M,102.18142740781806,5.571640759221613,2.0,7.0,2.0,2.0,,,3.0,8.0,d7d1f7y,5003530.0,23.0,43.0,29.0,29.0,1.0
2529,James Arness,1923-05-26,M,95.94995105991224,,5.0,,2.0,,4.0,,1.0,,9zvxvey,,25.0,37.0,,,1.0
2530,Will Arnett,1970-05-04,M,49.00853542509429,6.305399837094532,4.0,0.0,2.0,2.0,2.0,2.0,3.0,1.0,dpz83df,20000000.0,24.0,25.0,30.0,30.0,1.0
2531,Cyrus Arnold,2003-01-02,M,16.3425669247144,,0.0,,,,,,1.0,,9q5f7y6,,,,,,
2532,Danny Arnold,1925-01-23,M,94.28530359966324,-7.4799619430926025,1.0,6.0,2.0,,2.0,,4.0,1.0,dr5regw,5003530.0,30.0,,,,1.0
2533,Edward Arnold,1890-02-18,M,129.21278328781565,,2.0,,,,,,1.0,,dr5regw,,,,,,
2534,Mark Arnold,1957-05-23,M,61.95609766114294,,5.0,,,,,,1.0,,dr47m7v,,,,,,
2535,Phil Arnold,1909-09-15,M,109.64222400186178,,8.0,,,,,,3.0,,dr72e55,,,,,,
2536,Tom Arnold,1959-03-06,M,60.17098229258643,6.335516814171407,2.0,10.0,4.0,3.0,2.0,5.0,2.0,5.0,9zq334w,5003530.0,31.0,35.0,22.0,22.0,1.0
2537,Victor Arnold,1936-07-01,M,82.84906603147225,,6.0,,,,,,1.0,,drdsv8s,,,,,,
2538,David Arnott,,M,,,,,,,,,3.0,,9yegjbp,,,,,,
2539,Charles Arnt,1906-08-20,M,112.71415566370287,,7.0,,,,,,1.0,,dp6jq8s,,,,,,
2540,Cliff Arquette,1905-12-27,M,113.36030171735216,,0.0,,1.0,,,,2.0,,dpksgn9,,29.0,,,,1.0
2541,David Arquette,1971-09-08,M,47.661485177655926,7.230812405456648,8.0,5.0,2.0,1.0,3.0,1.0,10.0,5.0,dqbkcv5,5003530.0,28.0,42.0,35.0,35.0,1.0
2542,Lewis Arquette,1935-12-14,M,83.39664743286994,,11.0,,1.0,,,,3.0,,dp3wjzt,,28.0,,,,0.0
2543,Rod Arrants,1944-09-05,M,74.6681998945906,,8.0,,,,,,1.0,,,,,,,,
2544,Nicholas Art,1999-01-13,M,20.31253208484774,,0.0,,,,,,1.0,,drk493u,,,,,,
2545,Johnny Arthur,1883-05-20,M,135.9644619670493,,4.0,,,,,,,,dppkhun,,,,,,
2546,Robert Arthur,1925-06-18,M,93.88556917664292,,5.0,,,,,,,,c0rgnx8,,,,,,
2547,Zackary Arthur,2006-09-12,M,12.649130372286903,,8.0,,,,,,1.0,,9q5ctr1,,,,,,
2548,Jacob Artist,1992-10-17,M,26.55222215377455,,9.0,,,,,,3.0,,dpxgvp4,,,,,,
2549,Nelson Ascencio,,M,,,,,,,,,2.0,,dhj7mxw,,,,,,
2550,Dana Ashbrook,1967-05-24,M,51.954523364613934,,5.0,,1.0,,,,1.0,,9muez5r,,48.0,,,,0.0
2551,Linden Ashby,1960-05-23,M,58.955351581483534,,5.0,,,,2.0,,4.0,,djqhedp,,,,,,
2552,John Asher,1971-01-13,M,48.31310704531922,,0.0,,2.0,,1.0,,4.0,,9q5ctr1,,23.0,25.0,,,1.0
2553,Matthew Ashford,1960-01-29,M,59.270210887287206,,1.0,,,,4.0,,1.0,,9zrs4z5,,,,,,
2554,John Ashley,1934-12-25,M,84.36586651334387,-6.631210770926166,0.0,7.0,,,2.0,2.0,1.0,1.0,9yuwrvc,20000000.0,,,,,
2555,Frank Ashmore,1945-06-17,M,73.88789639759885,,5.0,,,,,,1.0,,9tsk8y5,,,,,,
2556,John Ashton,1948-02-22,M,71.20474753075011,,2.0,,2.0,,2.0,,1.0,,drkrs0m,,20.0,22.0,,,1.0
2557,Joseph Ashton Valencia,1986-11-18,M,32.46610128886972,,10.0,,,,,,3.0,,9r19d37,,,,,,
2558,Chris Ashworth,1975-03-13,M,44.151488394696685,,2.0,,,,,,1.0,,dq8k0ns,,,,,,
2559,Luke Askew,1932-03-26,M,87.11472514836035,,3.0,,,,,,1.0,,djudbfk,,,,,,
2560,Ed Asner,1929-11-15,M,89.47480098838444,,10.0,,2.0,,4.0,,3.0,,9yuwrvc,,30.0,59.0,,,1.0
2561,Alexander Asro,1888-02-10,M,131.23609656598015,,1.0,,,,,,,,,,,,,,
2562,Armand Assante,1949-10-04,M,69.5893823966269,,9.0,,,,,,1.0,,dr5regw,,,,,,
2563,Fred Astaire,1899-05-10,M,119.99151248827832,,4.0,,2.0,,2.0,,6.0,,9z7f8yw,,34.0,,,,1.0
2564,John Astin,1930-03-30,M,89.10518354244098,,3.0,,3.0,,5.0,,5.0,,dqcx88s,,26.0,,,,1.0
2565,Mackenzie Astin,1973-05-12,M,45.985886089378965,,4.0,,,,,,1.0,,9q5ctr1,,,,,,
2566,Sean Astin,1971-02-25,M,48.195377044018706,,2.0,,1.0,,3.0,,5.0,,9q59x9j,,21.0,,,,0.0
2567,Skylar Astin,1987-09-23,M,31.620088023710274,4.988466566733062,9.0,9.0,1.0,2.0,,,5.0,2.0,dr5regw,5003530.0,29.0,,28.0,28.0,0.0
2568,Hooper Atchley,1887-04-30,M,132.01913796997886,,4.0,,,,,,2.0,,dn5ps8f,,,,,,
2569,Roscoe Ates,1895-01-20,M,124.29276439625728,,1.0,,3.0,,,,1.0,,djb2j9v,,28.0,50.0,,,1.0
2570,William Atherton,1947-07-30,M,71.77149428119674,,7.0,,,,,,1.0,,drk4f4x,,,,,,
2571,Mamoudou Athie,,M,,,,,,,,,1.0,,eg8px03,,,,,,
2572,Christopher Atkins,1961-02-21,M,58.20516506156869,,2.0,,1.0,,,,1.0,,dr795k3,,24.0,46.0,,,1.0
2573,Tom Atkins,1935-11-13,M,83.48152255008658,,10.0,,,,,,1.0,,dppn59u,,,,,,
2574,Matthew Atkinson,1988-12-31,M,30.34696126546061,,0.0,,,,,,2.0,,dn5chhb,,,,,,
2575,David Atrakchi,1977-12-10,M,41.40536766668721,,11.0,,,,,,1.0,,9mvcejq,,,,,,
2576,Malcolm Atterbury,1907-02-20,M,112.210380774417,,2.0,,,,,,1.0,,dr4e394,,,,,,
2577,Joseph Attles,1903-04-07,M,116.08451918930572,,3.0,,,,,,3.0,,djz4kds,,,,,,
2578,Barry Atwater,1918-05-16,M,100.97674832474316,,4.0,,,,,,1.0,,9xj64fk,,,,,,
2579,Roy Atwell,1878-05-02,M,141.01316248793609,,4.0,,,,1.0,,3.0,,dr9ughx,,,,,,
2580,René Auberjonois,1940-06-01,M,78.93112110447169,,5.0,,1.0,,,,2.0,,dr5regw,,23.0,,,,0.0
2581,Jacques Aubuchon,1924-11-23,M,94.45231592708954,,11.0,,,,,,,,drsfq05,,,,,,
2582,Kelly AuCoin,1967-02-14,M,52.22557615830578,,1.0,,,,,,1.0,,c20dfw8,,,,,,
2583,Erik Audé,1980-04-05,M,39.086360431767936,,3.0,,,,,,4.0,,9q5ctr1,,,,,,
2584,Mischa Auer,1905-11-17,M,113.46981799763172,,10.0,,,,,,,,udtsfq9,,,,,,
2585,Scott Aukerman,1970-07-02,M,48.846998911681965,-9.859203132165616,6.0,4.0,1.0,1.0,,,10.0,5.0,djwqd8p,5003530.0,38.0,,28.0,28.0,0.0
2586,Frank Austin,1877-10-09,M,141.57443342436875,,9.0,,,,,,1.0,,9zhk2cw,,,,,,
2587,Jake T. Austin,1994-12-03,M,24.424868409344484,,11.0,,,,,,1.0,,dr5regw,,,,,,
2588,Ned Austin,1925-04-29,M,94.02246452699234,,4.0,,,,,,4.0,,,,,,,,
2589,Reggie Austin,1979-01-07,M,40.32937021294072,,0.0,,,,,,1.0,,dr76vus,,,,,,
2590,Stone Cold Steve Austin,1964-12-18,M,54.38304687981272,,11.0,,4.0,,3.0,,8.0,,9v6kpvc,,26.0,28.0,,,1.0
2591,Frankie Avalon,1940-09-18,M,78.63268924070994,,8.0,,1.0,,8.0,,2.0,,dr4e394,,23.0,,,,0.0
2592,Loren Avedon,1962-07-30,M,56.7705017899067,,7.0,,,,,,,,9q5ctr1,,,,,,
2593,Lloyd Avery Jr.,,M,,,,,,,,,1.0,,9q5ctr1,,,,,,
2594,James Avery,1945-11-27,M,73.44161755545974,,11.0,,1.0,,,,2.0,,dq98cq1,,43.0,,,,0.0
2595,Tol Avery,1915-08-28,M,103.69275207567577,,8.0,,,,,,1.0,,9vff34v,,,,,,
2596,Val Avery,1924-07-14,M,94.81371965201204,12.430097811727824,6.0,1.0,1.0,,,,1.0,1.0,dr4e394,625441.0,29.0,,,,0.0
2597,Avner the Eccentric,1948-08-26,M,70.69549682745027,,8.0,,,,,,9.0,,djgzzxy,,,,,,
2598,Robert Axelrod,1949-05-29,M,69.93983449352143,,5.0,,,,,,2.0,,dr5rs53,,,,,,
2599,Dan Aykroyd,1952-07-01,M,66.84873748263139,-5.051438427893797,6.0,6.0,1.0,1.0,3.0,3.0,,2.0,f244mkw,20000000.0,31.0,,26.0,26.0,0.0
2600,Arthur Aylesworth,1883-08-12,M,135.73447777846226,,7.0,,,,,,1.0,,drmjjzk,,,,,,
2601,John Aylward,1946-11-07,M,72.49703963804869,,10.0,,,,,,3.0,,c23nb62,,,,,,
2602,Lew Ayres,1908-12-28,M,110.3568177306858,,0.0,,3.0,,,,1.0,,9zvxvey,,23.0,25.0,,,1.0
2603,Robert Ayres,,M,,,,,,,,,4.0,,dpghh56,,,,,,
2604,Sydney Ayres,1879-08-28,M,139.69075340356065,,8.0,,,,,,,,dr5regw,,,,,,
2605,Hank Azaria,1964-04-25,M,55.031930840468995,0.8624407072013799,4.0,5.0,2.0,1.0,1.0,2.0,5.0,3.0,dr5x8y2,20000000.0,35.0,36.0,36.0,36.0,1.0
2606,B.G.,1980-09-03,M,38.672936473712674,,8.0,,,,,,8.0,,9vrfqk7,,,,,,
2607,E. J. Babille,1883-05-03,M,136.0110063861681,,4.0,,,,,,2.0,,dp9kzdu,,,,,,
2608,Michael Bacall,1973-04-19,M,46.04885795053971,,3.0,,,,,,2.0,,9q5ctr1,,,,,,
2609,Dian Bachar,1970-10-26,M,48.5294016988713,,10.0,,1.0,,,,1.0,,9xj64fk,,48.0,,,,0.0
2610,Charles A. Bachman,1882-07-12,M,136.8186889532297,,6.0,,,,,,2.0,,dpnegjk,,,,,,
2611,Hans Bachmann,1954-06-24,M,64.86923071657871,,6.0,,1.0,,,,4.0,,dpmuhfx,,27.0,29.0,,,1.0
2612,Brian Backer,1956-12-05,M,62.418803945324,,11.0,,,,,,1.0,,,,,,,,
2613,Christopher Backus,1981-10-30,M,37.51753971676352,14.089269457962859,10.0,9.0,1.0,1.0,4.0,4.0,4.0,1.0,9mur4s5,20000000.0,23.0,,37.0,37.0,0.0
2614,Jim Backus,1913-02-25,M,106.19519908006323,1.935700253940875,2.0,3.0,1.0,,,,1.0,2.0,dpmuhfx,5003530.0,30.0,,,,0.0
2615,David Bacon,1914-03-24,M,105.12193953332377,,3.0,,,,,,1.0,,drqj0r2,,,,,,
2616,Irving Bacon,1893-09-06,M,125.66445580675853,,8.0,,,,,,1.0,,9zhd1xq,,,,,,
2617,James Bacon,1914-05-12,M,104.98778208998131,,4.0,,,,,,4.0,,dpxgvp4,,,,,,
2618,Kevin Bacon,1958-07-08,M,60.830817881270654,-7.115820311163131,6.0,7.0,1.0,1.0,2.0,2.0,4.0,3.0,dr4e394,625441.0,30.0,,23.0,23.0,0.0
2619,Joseph Badalucco Jr.,,M,,,,,,,,,1.0,,dr5rmm5,,,,,,
2620,Michael Badalucco,1954-12-20,M,64.37914536232776,,11.0,,1.0,,,,1.0,,dr5rmm5,,42.0,,,,0.0
2621,Diedrich Bader,1966-12-24,M,52.36794732266919,,0.0,,1.0,,,,4.0,,dqchyb0,,31.0,,,,0.0
2622,Penn  Badgley,1986-11-01,M,32.51264570798853,,10.0,,1.0,,,,2.0,,dqcx88s,,31.0,,,,0.0
2623,Geoffrey Baer,,M,,,,,,,,,3.0,,,,,,,,
2624,Max Baer Jr.,1937-12-04,M,81.42261648083122,,11.0,,1.0,,,,6.0,,9q9p1dh,,29.0,34.0,,,1.0
2625,Parley Baer,1914-08-05,M,104.7550599943873,,7.0,,1.0,,2.0,,1.0,,9x0rvu7,,32.0,,,,0.0
2626,Nathan Baesel,1974-04-07,M,45.082376777072774,,3.0,,,,,,,,9qh09c9,,,,,,
2627,Vitali Baganov,1952-09-06,M,66.66529771316317,,8.0,,,,,,1.0,,udtsfq9,,,,,,
2628,Larry Bagby,1974-03-07,M,45.16725189428941,,2.0,,,,,,4.0,,9qcw9n7,,,,,,
2629,Ross Bagdasarian,1919-01-27,M,100.2758441309541,,1.0,,,,,,4.0,,9qdbfpv,,,,,,
2630,King Baggot,1879-11-07,M,139.49636200606446,,10.0,,,,,,2.0,,9yzgery,,,,,,
2631,Ross Bagley,1988-12-05,M,30.418146847642326,,11.0,,,,,,1.0,,dpb0jnn,,,,,,
2632,Tim Bagley,1957-08-17,M,61.720637658541925,,7.0,,,,,,1.0,,9zvxvey,,,,,,
2633,Bob Bailey,1913-06-13,M,105.89950512330849,,5.0,,,,,,4.0,,dpksgn9,,,,,,
2634,Brennan Bailey,1997-01-23,M,22.283825129879464,,1.0,,,,,,1.0,,9yegjbp,,,,,,
2635,D'Army Bailey,1941-11-29,M,77.43622387865597,,11.0,,,,,,5.0,,9ypzyyu,,,,,,
2636,Eion Bailey,1976-06-08,M,42.91121652053088,,5.0,,,,,,1.0,,9q59x9j,,,,,,
2637,G. W. Bailey,1944-08-27,M,74.69284105765348,,8.0,,1.0,,2.0,,1.0,,9vm4n27,,22.0,55.0,,,1.0
2638,Jack Bailey,1907-09-15,M,111.64363402397038,,8.0,,,,,,4.0,,9ztenvn,,,,,,
2639,Jim Bailey,1938-01-10,M,81.32131392157265,,0.0,,,,,,9.0,,dr4e394,,,,,,
2640,John Bailey,1947-06-04,M,71.92481707358809,,5.0,,,,,,1.0,,dpjjcms,,,,,,
2641,Preston Bailey,2000-07-25,M,18.782042067941166,,7.0,,,,,,1.0,,c20fbmg,,,,,,
2642,Raymond Bailey,1904-05-06,M,115.00304592154528,,4.0,,,,,,1.0,,9q8yyk8,,,,,,
2643,Sherwood Bailey,1923-08-06,M,95.75282175540907,,7.0,,,,,,2.0,,9q5bn7t,,,,,,
2644,William Bailey,1886-09-26,M,132.61052588348838,,9.0,,,,,,1.0,,9z7f8yw,,,,,,
2645,Jimmy Baio,1962-03-15,M,57.14559504986413,,2.0,,,,,,1.0,,dr5rmm5,,,,,,
2646,Scott Baio,,M,,,,,1.0,,,,3.0,,dr5rh38,,,,,,0.0
2647,John D. Bair,,M,,,,,,,,,,,dr347ku,,,,,,
2648,Jon Robin Baitz,1961-11-04,M,57.504260867779635,,10.0,,1.0,,,,5.0,,9q5ctr1,,54.0,,,,0.0
2649,Richard Bakalyan,1931-01-29,M,88.27012190530948,,1.0,,,,,,1.0,,drt3h1q,,,,,,
2650,Art Baker,1898-01-07,M,121.32761110768871,,0.0,,,,,,5.0,,dr5regw,,,,,,
2651,Benny Baker,1907-05-05,M,112.00777565589985,,4.0,,,,,,2.0,,9zhd1xq,,,,,,
2652,Brandon Baker,1985-04-18,M,34.051349445916074,,3.0,,,,,,1.0,,9qh0kzc,,,,,,
2653,Charles Baker,1971-02-27,M,48.18990123000472,,2.0,,,,,,3.0,,dqcjqfz,,,,,,
2654,David Aaron Baker,1963-08-14,M,55.73009712725107,,7.0,,,,,,,,dnruu8e,,,,,,
2655,Dee Bradley Baker,1962-08-31,M,56.68288876568307,,8.0,,1.0,,2.0,,2.0,,dnfqz1c,,28.0,,,,0.0
2656,Dylan Baker,1959-10-07,M,59.5823322860839,6.633948677933153,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,dr9ughx,5003530.0,31.0,,37.0,37.0,0.0
2657,Eddie Baker,1897-11-17,M,121.46724436504515,,10.0,,,,,,1.0,,dnzqxep,,,,,,
2658,Greg Baker,1968-04-16,M,51.05648986632169,,3.0,,,,,,2.0,,9zvz9xt,,,,,,
2659,Henry Judd Baker,,M,,,,,,,,,1.0,,9yegjbp,,,,,,
2660,Jay Baker,1961-04-12,M,58.06826971121925,,3.0,,,,2.0,,4.0,,dn7fw11,,,,,,
2661,Jim B. Baker,1941-07-12,M,77.81953085963436,,6.0,,1.0,,,,1.0,,c82y721,,33.0,,,,1.0
2662,Joe Don Baker,1936-02-12,M,83.23237301245064,,1.0,,,,,,1.0,,9ve776f,,,,,,
2663,Kenny Baker,1912-09-30,M,106.60040931709754,,9.0,,,,,,6.0,,9qh44zc,,,,,,
2664,Lenny Baker,1945-01-17,M,74.30132035565413,,0.0,,,,,,1.0,,drt2zp2,,,,,,
2665,Leslie David Baker,1958-02-19,M,61.21138695524206,,2.0,,,,,,1.0,,dp3wjzt,,,,,,
2764,Ray Baker,1948-07-09,M,70.8269163637857,-2.625652819701979,6.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,9z7f8yw,20000000.0,34.0,47.0,31.0,31.0,1.0
2765,Robert Baker,1979-10-15,M,39.560018343976964,,9.0,,,,,,1.0,,9ypzyyu,,,,,,
2766,Sam Baker,1907-05-07,M,112.00229984188587,,4.0,,,,,,1.0,,dp4y40c,,,,,,
2767,Shaun Baker,,M,,,,,,,,,1.0,,dr5regw,,,,,,
2768,Tom Baker,1940-08-23,M,78.70387482289162,,8.0,,,,,,1.0,,dnyg94q,,,,,,
2769,William Bakewell,1908-05-02,M,111.01391541236302,,4.0,,,,2.0,,2.0,,9q5ctr1,,,,,,
2770,Dan Bakkedahl,1969-11-18,M,49.46576589526136,,10.0,,1.0,,2.0,,2.0,,9zy4rs1,,34.0,,,,0.0
2771,Scott Bakula,1954-10-09,M,64.57627466683094,,9.0,,2.0,,4.0,,3.0,,9yzgery,,27.0,41.0,,,1.0
2772,Bob Balaban,1945-08-16,M,73.72362197717955,,7.0,,1.0,,2.0,,4.0,,dp3wjzt,,32.0,,,,0.0
2773,A. Michael Baldwin,1963-04-04,M,56.09150085217354,,3.0,,,,,,3.0,,9q5ctr1,,,,,,
2774,Adam Baldwin,1962-02-27,M,57.18940156197596,,2.0,,1.0,,3.0,,3.0,,dp3xe98,,26.0,,,,0.0
2775,Alec Baldwin,1958-04-03,M,61.09365695394156,4.317679350020876,3.0,11.0,2.0,2.0,5.0,,4.0,7.0,dr5z3m7,5003530.0,35.0,44.0,27.0,27.0,1.0
2776,Daniel Baldwin,1960-10-05,M,58.58573413554009,,9.0,,,,5.0,,3.0,,dr5z2j9,,,,,,
2777,Dick Baldwin,,M,,,,,,,,,1.0,,9rbwxz8,,,,,,
2778,Peter Baldwin,1931-01-11,M,88.3194042314353,,0.0,,,,,,2.0,,dp3xe98,,,,,,
2779,Stephen Baldwin,1966-05-12,M,52.9867143062486,,4.0,,1.0,,2.0,,2.0,,dr5z2j9,,24.0,,,,0.0
2780,William Baldwin,1963-02-21,M,56.206492946467066,-4.974777031698118,2.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,dr5z2j9,20000000.0,32.0,,27.0,27.0,0.0
2781,Christian Bale,1974-01-30,M,45.265816546541004,,1.0,,1.0,,2.0,,1.0,,gchqwvg,,26.0,,,,0.0
2782,Eric Balfour,1977-04-24,M,42.035086278294564,,4.0,,1.0,,,,2.0,,9q5ctr1,,38.0,,,,0.0
2783,Ron Balicki,1963-09-02,M,55.67807689411829,,8.0,,1.0,,,,7.0,,dp3wjzt,,32.0,,,,0.0
2784,Samuel Ball,1973-06-29,M,45.85446655304353,,6.0,,,,,,1.0,,dqbrzb6,,,,,,
2785,Carl Ballantine,1917-09-27,M,101.60920484335749,,9.0,,,,,,4.0,,dp3wjzt,,,,,,
2786,Alimi Ballard Stiller,1977-10-17,M,41.55321464506458,,9.0,,,,,,4.0,,dr72r5t,,,,,,
2787,Edoardo Ballerini,1970-03-20,M,49.13174124040877,,3.0,,,,,,6.0,,9q5ctr1,,,,,,
2788,Martin Balsam,1919-11-04,M,99.50649226199032,,10.0,,,,3.0,,1.0,,dr72r5t,,,,,,
2789,Kirk Baltz,1959-09-14,M,59.645304147244644,,8.0,,,,,,1.0,,dr5regw,,,,,,
2790,Gerry Bamman,1941-09-18,M,77.63335318315912,,8.0,,,,,,1.0,,9yegy07,,,,,,
2791,Robert Banas,1933-09-22,M,85.62256582955159,,8.0,,1.0,,,,1.0,,dr5regw,,31.0,36.0,,,1.0
2792,George Bancroft,1882-09-30,M,136.59965639267062,,9.0,,,,,,1.0,,dr4e394,,,,,,
2793,Al Bandiero,,M,,,,,,,,,5.0,,dr5rmm5,,,,,,
2794,Frank Bank,1942-04-12,M,77.06934433971949,,3.0,,3.0,,,,7.0,,9q5ctr1,,21.0,23.0,,,1.0
2795,Dennis Banks,1937-04-12,M,82.06876253448051,,3.0,,,,,,4.0,,cbmj20c,,,,,,
2796,Jonathan Banks,1947-01-31,M,72.26431754245469,,1.0,,2.0,,3.0,,1.0,,dqcjqfz,,21.0,23.0,,,1.0
2797,Monty Banks,1897-07-18,M,121.80126901989776,,6.0,,,,,,2.0,,srbenem,,,,,,
2798,Ogie Banks,1973-06-13,M,45.898273065155344,,5.0,,,,,,2.0,,9q5ctr1,,,,,,
2799,John Banner,1910-01-28,M,109.27260655591832,,1.0,,,,,,1.0,,u89w664,,,,,,
2800,Harry Bannister,1889-09-29,M,129.601566082808,,9.0,,,,,,,,dpdg2t1,,,,,,
2801,Reggie Bannister,1945-09-29,M,73.60315406887206,,9.0,,,,,,9.0,,9q5bn7t,,,,,,
2802,Chad Bannon,1970-11-13,M,48.480119372745506,,10.0,,,,,,5.0,,9xj64fk,,,,,,
2803,Jim Bannon,1911-04-09,M,108.07887910087132,5.013107729795958,3.0,3.0,2.0,2.0,,2.0,1.0,3.0,9yuwrvc,20000000.0,27.0,39.0,32.0,32.0,1.0
2804,Steve Bannos,1960-08-05,M,58.75274646296639,,7.0,,,,,,4.0,,dp3wjzt,,,,,,
2805,John Baragrey,,M,,,,,,,,,1.0,,dn1dwns,,,,,,
2806,Edward Barbanell,1977-08-14,M,41.72844069351184,,7.0,,,,,,2.0,,dhvjzqz,,,,,,
2807,Bobby Barber,1894-12-18,M,124.38311532748793,,11.0,,,,,,,,dr5regw,,,,,,
2808,George Barbier,1864-11-19,M,154.46176170626362,,10.0,,,,,,1.0,,dr4e394,,,,,,
2809,Michael Barbieri,2002-01-20,M,17.292620656139412,,1.0,,,,,,1.0,,dr5regw,,,,,,
2810,Roy Barcroft,1902-09-07,M,116.66495547478728,,8.0,,,,,,4.0,,9z5mmyg,,,,,,
2811,Ben Bard,1893-01-26,M,126.27500906931697,,1.0,,,,,,3.0,,dp9kzdu,,,,,,
2812,Trevor Bardette,1902-11-19,M,116.46508826327715,,10.0,,,,,,1.0,,9yj307w,,,,,,
2813,Ike Barinholtz,1977-02-18,M,42.21305023374881,,2.0,,,,3.0,,5.0,,dp3wvpb,,,,,,
2814,Bradley Barker,1883-01-18,M,136.2984866219019,,0.0,,,,,,3.0,,dr7bpc2,,,,,,
2815,Jess Barker,1912-06-04,M,106.92348234392219,,5.0,,,,2.0,,1.0,,dnjqm0d,,,,,,
2816,Lex Barker,1919-05-08,M,99.99931552324827,,4.0,,5.0,,3.0,,1.0,,dr795k3,,23.0,,,,1.0
2817,Nate Barlow,1975-07-06,M,43.836629088893005,,6.0,,,,,,4.0,,drkk6y1,,,,,,
2818,Reginald Barlow,1866-06-17,M,152.88746517724525,,5.0,,,,,,,,drt3jcg,,,,,,
2819,Nathan Barnatt,1981-02-02,M,38.25677460865041,,1.0,,,,,,7.0,,drmpsx7,,,,,,
2820,Chris Barnes,1965-06-24,M,53.86832036249889,,6.0,,,,,,1.0,,9yegjbp,,,,,,
2821,Christopher Daniel Barnes,1972-11-07,M,46.49513679267884,,10.0,,,,,,3.0,,dry037b,,,,,,
2822,Frank Barnes,,M,,,,,,,,,3.0,,,,,,,,
