,divorce
21766,0.0
21772,1.0
21781,0.0
21788,0.0
22947,1.0
22948,0.0
22949,1.0
22952,0.0
22953,0.0
22954,0.0
22955,1.0
22957,0.0
22958,0.0
22959,1.0
22962,1.0
22964,1.0
22965,0.0
22969,1.0
22970,1.0
22975,1.0
22976,1.0
22977,1.0
22978,1.0
22979,1.0
22980,1.0
22981,0.0
22982,1.0
22983,1.0
22984,0.0
22985,1.0
22989,0.0
22990,1.0
22991,0.0
22994,1.0
22995,1.0
22996,1.0
22999,1.0
23000,0.0
23001,1.0
23002,0.0
23003,1.0
23005,0.0
23006,1.0
23009,1.0
23012,1.0
23013,1.0
23015,1.0
23016,0.0
23018,1.0
23019,1.0
23020,1.0
23022,0.0
23024,1.0
23025,1.0
23026,1.0
23027,0.0
23031,0.0
23032,1.0
23033,1.0
23034,1.0
23035,1.0
23036,1.0
23037,1.0
23039,1.0
23040,0.0
23043,1.0
23045,1.0
23046,1.0
23047,1.0
23048,0.0
23050,0.0
23051,1.0
23052,1.0
23055,0.0
23056,0.0
23058,1.0
23059,1.0
23060,1.0
23061,0.0
23063,1.0
23064,0.0
23065,0.0
23066,1.0
23069,1.0
23071,1.0
23075,1.0
23077,0.0
23078,0.0
23080,1.0
23082,0.0
23083,0.0
23086,0.0
23088,1.0
23089,0.0
23090,1.0
23091,1.0
23093,1.0
23094,1.0
23097,0.0
23098,1.0
23099,1.0
23100,1.0
23101,0.0
23105,1.0
23106,1.0
23109,1.0
23110,1.0
23111,0.0
23112,1.0
23114,0.0
23118,1.0
23120,1.0
23122,1.0
23126,1.0
23127,1.0
23128,1.0
23129,1.0
23130,0.0
23133,0.0
23134,0.0
23135,1.0
23137,1.0
23138,0.0
23139,0.0
23140,0.0
23141,1.0
23144,1.0
23145,1.0
23146,1.0
23147,1.0
23151,0.0
23152,1.0
23154,0.0
23155,0.0
23157,1.0
23160,1.0
23162,1.0
23163,1.0
23165,1.0
23166,1.0
23167,1.0
23168,0.0
23170,0.0
23171,0.0
23173,0.0
23174,1.0
23175,1.0
23178,1.0
23185,0.0
23188,1.0
23189,1.0
23191,0.0
23192,0.0
23193,1.0
23196,1.0
23197,1.0
23198,0.0
23199,1.0
23200,1.0
23202,1.0
23206,0.0
23209,0.0
23210,0.0
23211,0.0
23212,1.0
23213,1.0
23216,1.0
23217,1.0
23218,1.0
23219,1.0
23220,0.0
23221,0.0
23222,1.0
23223,1.0
23225,1.0
23226,0.0
23229,0.0
23232,1.0
23233,1.0
23235,0.0
23237,1.0
23238,1.0
23240,1.0
23242,1.0
23243,0.0
23244,1.0
23247,1.0
23248,0.0
23249,1.0
23251,0.0
23253,1.0
23254,1.0
23255,0.0
23256,0.0
23257,0.0
23258,1.0
23259,1.0
23260,1.0
23263,0.0
23264,1.0
23266,1.0
23269,0.0
23271,0.0
23272,1.0
23274,1.0
23275,0.0
23279,0.0
23281,0.0
23283,0.0
23284,1.0
23285,1.0
23286,1.0
23288,1.0
23292,0.0
23293,1.0
23296,1.0
23297,1.0
23298,1.0
23300,1.0
23303,0.0
23306,0.0
23309,0.0
23310,0.0
23312,0.0
23314,1.0
23316,1.0
23317,1.0
23318,0.0
23319,1.0
23321,1.0
23323,1.0
23324,1.0
23326,1.0
23328,0.0
23330,1.0
23332,0.0
23334,0.0
23336,0.0
23337,1.0
23339,1.0
23340,1.0
23341,1.0
23342,1.0
23343,0.0
23345,1.0
23346,0.0
23347,0.0
23350,0.0
23351,1.0
23352,1.0
23353,0.0
23357,0.0
23359,1.0
23361,1.0
23362,1.0
23367,0.0
23368,0.0
23370,1.0
23371,1.0
23375,1.0
23376,0.0
23378,1.0
23379,0.0
23380,1.0
23381,1.0
23385,0.0
23387,1.0
23390,1.0
23391,0.0
23393,1.0
23394,1.0
23398,0.0
23399,1.0
23400,1.0
23403,0.0
23404,0.0
23405,1.0
23406,1.0
23411,1.0
23412,1.0
23414,1.0
23415,1.0
23418,0.0
23421,1.0
23422,0.0
23424,1.0
23425,1.0
23427,0.0
23431,1.0
23432,0.0
23433,0.0
23436,0.0
23437,0.0
23440,1.0
23443,0.0
23444,1.0
23446,1.0
23447,1.0
23448,1.0
23450,1.0
23451,1.0
23454,1.0
23455,0.0
23457,1.0
23460,0.0
23461,0.0
23464,0.0
23466,1.0
23467,1.0
23470,1.0
23472,1.0
23474,1.0
23476,0.0
23477,1.0
23478,0.0
23479,1.0
23480,0.0
23481,0.0
23482,0.0
23484,1.0
23485,1.0
23486,0.0
23487,1.0
23488,1.0
23489,1.0
23495,1.0
23496,1.0
23499,1.0
23500,0.0
23501,1.0
23503,0.0
23504,1.0
23505,1.0
23506,1.0
23507,1.0
23512,1.0
23513,1.0
23514,1.0
23515,1.0
23516,1.0
23517,1.0
23519,1.0
23520,1.0
23521,1.0
23526,0.0
23528,0.0
23529,1.0
23532,1.0
23533,1.0
23535,1.0
23536,1.0
23537,0.0
23538,0.0
23540,0.0
23542,1.0
23543,1.0
23544,0.0
23547,1.0
23548,0.0
23549,1.0
23550,1.0
23555,0.0
23558,0.0
23559,1.0
23561,0.0
23562,1.0
23563,1.0
23566,0.0
23571,0.0
23573,1.0
23574,1.0
23578,1.0
23581,1.0
23583,1.0
23584,1.0
23587,1.0
23588,1.0
23589,1.0
23590,1.0
23594,1.0
23598,1.0
23599,0.0
23602,1.0
23605,0.0
23607,0.0
23609,0.0
23610,0.0
23613,0.0
23614,0.0
23615,1.0
23617,1.0
23619,0.0
23620,0.0
23621,1.0
23623,0.0
23627,0.0
23628,0.0
23632,1.0
23633,0.0
23637,1.0
23642,1.0
23643,0.0
23645,1.0
23648,1.0
23651,0.0
23652,0.0
23654,0.0
23657,1.0
23658,1.0
23659,0.0
23660,0.0
23663,1.0
23665,1.0
23666,1.0
23668,1.0
23669,0.0
23670,0.0
23671,1.0
23676,1.0
23677,1.0
23678,1.0
23679,0.0
23683,1.0
23684,0.0
23686,1.0
23687,1.0
23688,0.0
23689,1.0
23692,0.0
23693,0.0
23695,1.0
23696,0.0
23698,0.0
23699,1.0
23700,1.0
23702,0.0
23703,1.0
23704,1.0
23705,1.0
23706,0.0
23707,0.0
23710,1.0
23711,1.0
23715,0.0
23716,1.0
23717,1.0
23718,0.0
23719,1.0
23720,0.0
23722,0.0
23723,1.0
23725,1.0
23726,0.0
23728,0.0
23729,1.0
23731,1.0
23732,1.0
23733,1.0
23734,0.0
23735,1.0
23736,0.0
23737,1.0
23738,1.0
23739,0.0
23740,1.0
23741,1.0
23742,1.0
23744,1.0
23745,0.0
23747,1.0
23749,1.0
23753,1.0
23755,0.0
23756,0.0
23761,1.0
23763,0.0
23764,0.0
23770,1.0
23771,1.0
23772,1.0
23774,1.0
23778,1.0
23780,1.0
23781,0.0
23782,1.0
23783,0.0
23784,1.0
23786,1.0
23790,1.0
23791,0.0
23793,0.0
23794,1.0
23795,1.0
23796,0.0
23797,1.0
23800,1.0
23802,0.0
23804,1.0
23807,0.0
23808,0.0
23810,1.0
23811,1.0
23812,1.0
23813,1.0
23819,1.0
23820,0.0
23827,1.0
23829,1.0
23831,0.0
23834,1.0
23841,1.0
23842,1.0
23843,0.0
23844,1.0
23846,1.0
23847,0.0
23848,1.0
23851,0.0
23857,1.0
23858,0.0
23862,1.0
23863,1.0
23864,0.0
23866,0.0
23867,1.0
23869,0.0
23874,1.0
23875,0.0
23876,1.0
23877,0.0
23878,1.0
23879,1.0
23881,0.0
23882,0.0
23885,1.0
23890,1.0
23893,0.0
23895,1.0
23896,0.0
23897,0.0
23899,0.0
23900,1.0
23902,0.0
23904,0.0
23905,0.0
23907,1.0
23908,1.0
23909,1.0
23910,1.0
23911,0.0
23913,1.0
23914,1.0
23915,0.0
23917,1.0
23918,0.0
23921,0.0
23922,0.0
23923,1.0
23925,1.0
23926,1.0
23928,1.0
23929,1.0
23930,1.0
23932,1.0
23936,0.0
23937,1.0
23943,1.0
23944,1.0
23947,1.0
23949,0.0
23951,1.0
23953,1.0
23954,1.0
23956,1.0
23958,1.0
23959,0.0
23960,1.0
23961,1.0
23963,0.0
23965,1.0
23966,1.0
23967,1.0
23968,1.0
23969,1.0
23971,1.0
23972,0.0
23975,1.0
23976,0.0
23978,0.0
23984,1.0
23985,1.0
23988,0.0
23990,0.0
23991,0.0
23992,1.0
23993,0.0
23994,1.0
23996,0.0
23997,1.0
23998,1.0
24003,1.0
24004,1.0
24005,1.0
24006,0.0
24007,0.0
24009,1.0
24010,1.0
24013,1.0
24014,1.0
24015,1.0
24016,1.0
24019,1.0
24021,1.0
24023,0.0
24025,1.0
24026,0.0
24027,1.0
24029,1.0
24031,1.0
24033,1.0
24034,1.0
24036,0.0
24037,1.0
24038,1.0
24040,0.0
24042,1.0
24043,1.0
24046,1.0
24050,0.0
24052,1.0
24053,1.0
24056,0.0
24057,0.0
24059,1.0
24060,1.0
24061,1.0
24063,0.0
24065,0.0
24068,0.0
24069,1.0
24070,1.0
24071,0.0
24072,1.0
24073,0.0
24075,0.0
24077,1.0
24078,1.0
24079,0.0
24081,0.0
24083,1.0
24084,1.0
24086,0.0
24087,0.0
24088,0.0
24089,1.0
24092,1.0
24093,1.0
24094,0.0
24096,1.0
24099,0.0
24100,1.0
24101,0.0
24106,0.0
24107,0.0
24108,1.0
24110,0.0
24111,1.0
24112,0.0
24113,1.0
24114,1.0
24117,1.0
24118,1.0
24120,1.0
24121,0.0
24128,0.0
24130,0.0
24131,0.0
24135,0.0
24136,1.0
24137,1.0
24138,1.0
24139,1.0
24140,0.0
24141,1.0
24144,0.0
24145,0.0
24146,0.0
24147,1.0
24148,1.0
24149,1.0
24150,1.0
24154,1.0
24155,0.0
24156,1.0
24157,0.0
24159,1.0
24161,1.0
24162,1.0
24163,1.0
24165,0.0
24166,1.0
24170,0.0
24172,0.0
24174,1.0
24175,1.0
24177,1.0
24179,1.0
24182,1.0
24183,0.0
24184,1.0
24185,1.0
24187,1.0
24190,1.0
24192,0.0
24194,1.0
24195,1.0
24199,0.0
24200,1.0
24201,0.0
24202,0.0
24203,0.0
24204,1.0
24207,1.0
24208,1.0
24210,0.0
24211,0.0
24213,0.0
24214,0.0
24215,1.0
24219,1.0
24220,1.0
24221,1.0
24222,1.0
24224,1.0
24225,1.0
24228,1.0
24229,1.0
24230,0.0
24232,0.0
24233,1.0
24234,0.0
24235,1.0
24237,1.0
24239,1.0
24241,1.0
24243,0.0
24244,1.0
24246,1.0
24251,1.0
24252,1.0
24258,0.0
24261,1.0
24263,0.0
24264,0.0
24268,0.0
24269,1.0
24270,0.0
24271,1.0
24272,1.0
24273,1.0
24276,1.0
24278,1.0
24280,0.0
24283,0.0
24284,0.0
24288,0.0
24289,0.0
24290,1.0
24291,1.0
24292,1.0
24293,1.0
24294,1.0
24295,0.0
24299,0.0
24301,1.0
24302,0.0
24307,1.0
24308,0.0
24311,0.0
24312,1.0
24313,1.0
24314,1.0
24315,0.0
24316,1.0
24318,0.0
24319,0.0
24320,1.0
24321,1.0
24323,1.0
24328,1.0
24330,0.0
24331,0.0
24332,0.0
24333,1.0
24334,1.0
24335,1.0
24336,1.0
24338,0.0
24339,0.0
24340,0.0
24341,0.0
24342,1.0
24344,1.0
24347,1.0
24350,1.0
24351,1.0
24352,0.0
24353,1.0
24355,0.0
24357,0.0
24360,1.0
24361,1.0
24362,1.0
24363,0.0
24365,1.0
24366,1.0
24368,0.0
24369,0.0
24370,0.0
24371,0.0
24372,1.0
24373,0.0
24374,1.0
24375,1.0
24377,1.0
24378,1.0
24380,0.0
24381,1.0
24382,1.0
24385,0.0
24388,1.0
24389,1.0
24392,0.0
24393,1.0
24394,1.0
24396,1.0
24398,0.0
24399,0.0
24400,0.0
24403,0.0
24404,1.0
24405,0.0
24406,0.0
24407,0.0
24412,1.0
24413,1.0
24414,1.0
24415,0.0
24417,1.0
24421,1.0
24422,0.0
24425,1.0
24426,1.0
24433,1.0
24435,0.0
24436,0.0
24437,0.0
24439,1.0
24440,1.0
24441,1.0
24443,0.0
24444,1.0
24445,1.0
24448,0.0
24449,1.0
24450,0.0
24451,0.0
24453,1.0
24455,1.0
24457,1.0
24458,0.0
24461,0.0
24465,1.0
24469,0.0
24470,1.0
24471,1.0
24472,1.0
24473,1.0
24476,0.0
24477,1.0
24481,0.0
24483,1.0
24484,1.0
24486,1.0
24491,0.0
24492,1.0
24496,1.0
24498,1.0
24500,0.0
24502,1.0
24504,1.0
24505,1.0
24507,1.0
24510,0.0
24511,0.0
24512,1.0
24513,0.0
24516,0.0
24518,1.0
24519,1.0
24522,1.0
24524,0.0
24526,1.0
24527,0.0
24528,1.0
24529,1.0
24534,1.0
24535,1.0
24539,1.0
24541,0.0
24542,1.0
24543,0.0
24546,1.0
24549,1.0
24552,0.0
24556,1.0
24558,0.0
24559,0.0
24565,1.0
24567,0.0
24568,0.0
24569,1.0
24570,1.0
24571,1.0
24574,1.0
24576,1.0
24577,1.0
24578,1.0
24579,0.0
24580,1.0
24584,0.0
24585,1.0
24586,1.0
24588,1.0
24589,1.0
24590,0.0
24591,1.0
24593,1.0
24594,0.0
24595,1.0
24597,1.0
24599,0.0
24600,0.0
24601,0.0
24602,0.0
24604,0.0
24605,1.0
24607,0.0
24608,0.0
24609,1.0
24610,1.0
24611,1.0
24612,1.0
24613,0.0
24616,1.0
24617,1.0
24618,0.0
24620,1.0
24624,1.0
24626,0.0
24628,1.0
24629,0.0
24630,0.0
24631,1.0
24632,1.0
24636,0.0
24637,1.0
24638,1.0
24639,0.0
24640,1.0
24642,1.0
24645,1.0
24648,0.0
24649,1.0
24650,1.0
24656,1.0
24659,0.0
24660,1.0
24661,1.0
24662,0.0
24663,1.0
24664,1.0
24666,0.0
24667,1.0
24668,1.0
24669,1.0
24670,0.0
24671,1.0
24673,1.0
24674,1.0
24675,0.0
24676,1.0
24678,1.0
24679,1.0
24683,1.0
24684,1.0
24685,1.0
24686,1.0
24687,0.0
24688,1.0
24689,0.0
24690,0.0
24691,1.0
24692,1.0
24694,0.0
24695,1.0
24696,0.0
24702,0.0
24705,0.0
24706,0.0
24711,1.0
24712,1.0
24713,1.0
24714,1.0
24716,1.0
24717,1.0
24720,0.0
24721,0.0
24727,1.0
24728,1.0
24729,1.0
24731,0.0
24733,0.0
24736,1.0
24737,1.0
24739,1.0
24740,1.0
24741,1.0
24742,1.0
24743,1.0
24745,1.0
24747,0.0
24748,0.0
24749,1.0
24751,1.0
24755,1.0
24756,1.0
24761,1.0
24762,0.0
24764,1.0
24765,1.0
24766,1.0
24768,1.0
24769,0.0
24770,1.0
24771,0.0
24772,1.0
24773,0.0
24774,1.0
24775,1.0
24777,0.0
24778,1.0
24779,0.0
24781,1.0
24784,1.0
24785,0.0
24786,0.0
24789,1.0
24792,0.0
24793,1.0
24795,0.0
24797,0.0
24799,1.0
24800,0.0
24801,1.0
24803,1.0
24804,0.0
24805,1.0
24808,0.0
24811,1.0
24813,1.0
24816,1.0
24820,1.0
24822,1.0
24823,0.0
24824,0.0
24825,0.0
24827,1.0
24828,1.0
24829,0.0
24830,1.0
24831,1.0
24832,1.0
24834,0.0
24836,0.0
24838,0.0
