,Unnamed: 0,Unnamed: 0.1,name,bday,name_spouse,num_of_child,edu,role,birthplace,bday_sp,birthplace_sp,role_sp,name_sp_sp,num_of_child_sp,age_diff,age,age_sp,name_spouse_cl,year_m,year_div,name_sp_sp_cl,year_m_sp,year_div_sp,num_of_child_cl,num_of_child_sp_cl,name_spouse_cl,num_of_m,name_sp_sp_cl,num_of_m_sp,num_of_role,num_of_role_sp,birthplace,birthplace_sp,birthplace,birthplace_sp,geohash,geohash_sp,zodiac,zodiac_sp
338,338,338,Taylor Cole,1984-04-29,,,,Actress model,"Arlington ,  Texas ,  U.S.",,,,,,,34.938431316180356,,,,,,,,,,,,,,1.0,1.0,"Arlington ,  Texas ,  U.S.",,"Arlington ,  Texas ,  U.S.",,dr5rf87,,4.0,
339,339,339,Tina Cole,1943-08-04,"Volney Howard III ( m.  1965; divorce 1970) Fillmore Pajeau Crank, Jr. ( m.  1979, divorce)",4,,"Actress ,  singer ,  theatre director","Hollywood ,  California , U.S.",,,,,,,75.67574967316236,,,,,,,,4.0,,,,,,1.0,1.0,"Hollywood ,  California , U.S.",,"Hollywood ,  California , U.S.",,gcpe7p2,,7.0,
340,340,340,Holliston Coleman,1992-06-30,,,,Actress,"Pasadena, California , U.S.",,,,,,,26.76851680732664,,,,,,,,,,,,,,1.0,2.0,"Pasadena, California , U.S.",,"Pasadena, California , U.S.",,9vk1mc9,,6.0,
341,341,341,Monique Coleman,1980-11-13,Walter Jordan ( m.   2012 ),,DePaul University (BFA),"Actress, philanthropist, entrepreneur, dancer, singer","Orangeburg ,  South Carolina , U.S.",,,,,,,38.396407866006825,,['Walter Jordan'],[2012],,,,,,,['Walter Jordan'],1.0,,,1.0,3.0,"Orangeburg ,  South Carolina , U.S.",,"Orangeburg ,  South Carolina , U.S.",,9mudjgt,,10.0,
342,342,342,Kim Coles,1962-01-11,Aton Edwards  ( m.  1985–1995) [2] Reggie Mckiver ( m.  2015),,North Carolina Central University,"Actress, comedian, game show host","Brooklyn, New York , U.S. [1]",,,,,,,57.23594598109475,,"['Aton Edwards', '2 Reggie Mckiver']","[1985, 2015]",,,,,,,"['Aton Edwards', '2 Reggie Mckiver']",2.0,,,1.0,1.0,"Brooklyn, New York , U.S. [1]",,"Brooklyn, New York , U.S. [1]",,9vejrnn,,0.0,
343,343,343,Lily Collins,1989-03-18,,,,Actress model writer,"Guildford ,  Surrey , England",,,,,,,30.054005215712852,,,,,,,,,,,,,,1.0,2.0,"Guildford ,  Surrey , England",,"Guildford ,  Surrey , England",,9q5ctr1,,2.0,
344,344,344,Lynn Collins,1977-05-16,Steven Strait ( m.  2007;  div.  2013) Matthew Boyle ( m.  2014;  div.  2016),1,Juilliard School (BFA),Actress,"Houston, Texas , U.S.",,,,,,,41.89271511393115,,"['Steven Strait', 'Matthew Boyle']","[2007, 2014]","[2013, 2016]",,,,1.0,,"['Steven Strait', 'Matthew Boyle']",2.0,,,5.0,6.0,"Houston, Texas , U.S.",,"Houston, Texas , U.S.",,9qzcub1,,4.0,
345,345,345,Holly Marie Combs,1973-12-03,Bryan Travis Smith ( m.  1993–1997) David Donoho ( m.  2004–2011),3,,Actress  •  television producer,"San Diego, California , U.S.",,,,,,,45.34247794273667,,"['Bryan Travis Smith', 'David Donoho']","[1993, 2004]",,,,,3.0,,"['Bryan Travis Smith', 'David Donoho']",2.0,,,3.0,2.0,"San Diego, California , U.S.",,"San Diego, California , U.S.",,9v8ut9u,,11.0,
346,346,346,Anjanette Comer,1939-08-07,Robert Klane ( m.  1976;  div.  1983),,,Actress,"Dawson, Texas , United States",,,,,,,79.66761808935159,,['Robert Klane'],[1976],[1983],,,,,,['Robert Klane'],1.0,,,1.0,2.0,"Dawson, Texas , United States",,"Dawson, Texas , United States",,dr4qfx7,,7.0,
347,347,347,Dorothy Comingore,1913-08-24,"
 Richard Meltzer (married ? – ?) 
 Richard J. Collins (married 18 May, 1939–1946) 
 Theodore Strauss (married 1947–1952) 
 John Crowe (married 7 May 1962–1971) 
",2,,Actress,"Los Angeles, California , U.S.",,,,,,,105.62023860859566,,,,,,,,2.0,,,,,,1.0,1.0,"Los Angeles, California , U.S.",,"Los Angeles, California , U.S.",,dre2eun,,8.0,
348,348,348,Betty Compson,1897-03-19,James Cruze  (m.1925-div.1930) Irving Weinberg (m.1933-div.1937) Silvius Jack Gall (m.1944-1962; his death),,,Actress,"Beaver ,  Utah , U.S.",,,,,,,122.05041855753369,,"['James Cruze', 'Irving Weinberg', 'Silvius Jack Gall']","[1925, 1933, 1944]","[1930, 1937]",,,,,,"['James Cruze', 'Irving Weinberg', 'Silvius Jack Gall']",3.0,,,2.0,1.0,"Beaver ,  Utah , U.S.",,"Beaver ,  Utah , U.S.",,dr70r24,,2.0,
349,349,349,Julie Condra,1970-12-01,Brandon Douglas  (1992–1995) (divorced) Mark Dacascos  (1998–present),3,,Actress,"Ballinger, Texas",,,,,,,48.34869983641006,,,,,,,,3.0,,,,,,2.0,3.0,"Ballinger, Texas",,"Ballinger, Texas",,9vc0de0,,11.0,
350,350,350,Michaela Conlin,1978-06-09,,,,Actress,"Allentown, Pennsylvania , United States",,,,,,,40.82766928821263,,,,,,,,,,,,,,2.0,4.0,"Allentown, Pennsylvania , United States",,"Allentown, Pennsylvania , United States",,9zvxvey,,5.0,
351,351,351,Jennifer Connelly,1970-12-12,Paul Bettany  ( m.  2003),3,,Actress,"Cairo, New York , U.S.",1971-05-27,"London , [a]   England , UK",Actor,Jennifer Connelly  ( m.  2003),3,-0.4544925631600923,48.31858285933318,47.864090296173096,['Paul Bettany'],[2003],,['Jennifer Connelly'],[2003],,3.0,3.0,['Paul Bettany'],1.0,['Jennifer Connelly'],1.0,5.0,1.0,"Cairo, New York , U.S.","London , [a]   England , UK","Cairo, New York , U.S.","London , [a]   England , UK",drt2zp2,,11.0,5.0
352,352,352,Kristen Connolly,1980-07-12,,,,Actress,"Montclair, New Jersey , U.S.",,,,,,,38.73590833487341,,,,,,,,,,,,,,2.0,1.0,"Montclair, New Jersey , U.S.",,"Montclair, New Jersey , U.S.",,dp9e46n,,6.0,
353,353,353,Carole Cook,1924-01-14,Tom Troupe  (1964–present),,,Actress,"Abilene, Texas , U.S.",,,,,,,95.22988151707428,,,,,,,,,,,,,,4.0,7.0,"Abilene, Texas , U.S.",,"Abilene, Texas , U.S.",,dr72h8r,,0.0,
354,354,354,Rachael Leigh Cook,1979-10-04,Daniel Gillies  ( m.  2004),2,Minneapolis South High School,"Actress, Model, Voice Artist, Producer","Minneapolis ,  Minnesota , U.S.",1976-03-14,"Winnipeg ,  Manitoba , Canada","Actor, screenwriter, director, producer",Rachael Leigh Cook  ( m.  2004),2,3.556541202078072,39.507998110844156,43.06453931292224,['Daniel Gillies'],[2004],,['Rachael Leigh Cook'],[2004],,2.0,2.0,['Daniel Gillies'],1.0,['Rachael Leigh Cook'],1.0,2.0,4.0,"Minneapolis ,  Minnesota , U.S.","Winnipeg ,  Manitoba , Canada","Minneapolis ,  Minnesota , U.S.","Winnipeg ,  Manitoba , Canada",9q5c1uf,,9.0,2.0
355,355,355,Jennifer Coolidge,1961-08-28,,,,"
 Actress 
 Comedian 
 Activist 
","Boston ,  Massachusetts , U.S.",,,,,,,57.608301334045194,,,,,,,,,,,,,,1.0,4.0,"Boston ,  Massachusetts , U.S.",,"Boston ,  Massachusetts , U.S.",,dr76s3s,,8.0,
356,356,356,Ellen Corby,1911-06-03,"Francis Corby (1934–1944, divorced)",,,Actress,"Racine ,  Wisconsin , U.S.",,,,,,,107.8461570052773,,,,,,,,,,,,,,1.0,6.0,"Racine ,  Wisconsin , U.S.",,"Racine ,  Wisconsin , U.S.",,drt2zp2,,5.0,
357,357,357,Maddie Corman,1970-08-15,"Roger M. Dickes 1992-1997 
 Jace Alexander  ( m.  1998)",3,,Actress,"Manhattan ,  New York , U.S.",1964-04-07,"New York City , New York, U.S.","Actor, television director",Maddie Corman  ( m.  1998),3,6.354682163220327,48.64439379316482,54.99907595638515,['Roger M Dickes 1992 1997 Jace Alexander'],[1998],,['Maddie Corman'],[1998],,3.0,3.0,['Roger M Dickes 1992 1997 Jace Alexander'],1.0,['Maddie Corman'],1.0,1.0,5.0,"Manhattan ,  New York , U.S.","New York City , New York, U.S.","Manhattan ,  New York , U.S.","New York City , New York, U.S.",djfq8tf,,7.0,3.0
358,358,358,Miranda Cosgrove,1993-05-14,,,,"
 Actress 
 singer 
","Los Angeles, California , U.S. [1]",,,,,,,25.89786237910429,,,,,,,,,,,,,,4.0,2.0,"Los Angeles, California , U.S. [1]",,"Los Angeles, California , U.S. [1]",,dj3qseg,,4.0,
359,359,359,Stephanie Courtney,1970-02-08,Scott Kolanach (m. 2008),,,"Actress, comedian","Stony Point, New York , U.S.",,,,,,,49.159120310478656,,['Scott Kolanach'],[2008],,,,,,,['Scott Kolanach'],1.0,,,1.0,2.0,"Stony Point, New York , U.S.",,"Stony Point, New York , U.S.",,9q5ctr1,,1.0,
360,360,360,Jane Cowl,,Adolph Klauber,,,"Actress, playwright","Boston, Massachusetts",,,,,,,,,,,,,,,,,,,,,2.0,4.0,"Boston, Massachusetts",,"Boston, Massachusetts",,dp08bp9,,,
361,361,361,Courteney Cox,1964-06-15,David Arquette ( m.  1999;  div.  2013),1,Mountain Brook High SchoolMount Vernon College,"Actress, film producer, film director","Birmingham, Alabama , U.S.",1971-09-08,"Bentonville, Virginia , U.S.","Actor, film director, film producer, screenwriter, fashion designer, professional wrestler",Courteney Cox ( m.  1999;  div.  2013) Christina McLarty  ( m.  2015),3,-7.230812405456648,54.810160372902935,47.57934796744629,['David Arquette'],[1999],[2013],"['Courteney Cox', 'Christina McLarty']","[1999, 2015]",[2013],1.0,3.0,['David Arquette'],1.0,"['Courteney Cox', 'Christina McLarty']",2.0,1.0,1.0,"Birmingham, Alabama , U.S.","Bentonville, Virginia , U.S.","Birmingham, Alabama , U.S.","Bentonville, Virginia , U.S.",9qhy90w,,5.0,8.0
362,362,362,Laverne Cox,,,,Indiana University BloomingtonMarymount Manhattan College,Actress activist,"Mobile, Alabama , U.S.",,,,,,,,,,,,,,,,,,,,,1.0,1.0,"Mobile, Alabama , U.S.",,"Mobile, Alabama , U.S.",,dr5xxju,,,
363,363,363,Nikki Cox,1978-06-02,Jay Mohr ( m.  2006;  div.  2018),1,,"Actress, dancer, writer [1]","Los Angeles ,  California  U.S.",1970-08-23,"Verona, New Jersey , United States","Actor ,  stand-up comedian ,  radio host",Nicole Chamberlain ( m.  1998;  div.  2004) Nikki Cox ( m.  2006;  div.  2018),2,7.7756558998473615,40.84683463726153,48.62249053710891,['Jay Mohr'],[2006],[2018],"['Nicole Chamberlain', 'Nikki Cox']","[1998, 2006]","[2004, 2018]",1.0,2.0,['Jay Mohr'],1.0,"['Nicole Chamberlain', 'Nikki Cox']",2.0,1.0,3.0,"Los Angeles ,  California  U.S.","Verona, New Jersey , United States","Los Angeles ,  California  U.S.","Verona, New Jersey , United States",dr5regw,,5.0,8.0
364,364,364,Yvonne Craig,1937-05-16,Jimmy Boyd ( m.  1960;  div.  1962) Kenneth Aldrich ( m.  1988; died 2015),,,"Actress, dancer","Taylorville, Illinois , U.S.",1939-01-09,"Jayess, Mississippi , U.S.","
 Actor 
 musician 
 singer 
",Yvonne Craig ( m.  1960;  div.  1962) Anne Forrey ( m.  1980;  div.  1984),1,-1.65095792521407,81.89353648603327,80.24257856081918,"['Jimmy Boyd', 'Kenneth Aldrich']","[1960, 1988]",[1962],"['Yvonne Craig', 'Anne Forrey']","[1960, 1980]","[1962, 1984]",,1.0,"['Jimmy Boyd', 'Kenneth Aldrich']",2.0,"['Yvonne Craig', 'Anne Forrey']",2.0,1.0,1.0,"Taylorville, Illinois , U.S.","Jayess, Mississippi , U.S.","Taylorville, Illinois , U.S.","Jayess, Mississippi , U.S.",9v1zqsr,,4.0,0.0
365,365,365,Jeanne Crain,1925-05-25,Paul Brinkman ( m.  1946; died 2003),7,,Actress,"Barstow, California , U.S.",,,,,,,93.869141734601,,['Paul Brinkman'],[1946],,,,,7.0,,['Paul Brinkman'],1.0,,,3.0,5.0,"Barstow, California , U.S.",,"Barstow, California , U.S.",,9q5ctr1,,5.0,
366,366,366,Barbara Crampton,1958-12-27,Robert Bleckman,2,,Actress,"Levittown ,  New York , U.S.",,,,,,,60.27776066585898,,,,,,,,2.0,,,,,,2.0,1.0,"Levittown ,  New York , U.S.",,"Levittown ,  New York , U.S.",,9q5cgq7,,0.0,
367,367,367,Norma Crane,1928-11-10,Herb Sargent  (1961-19??; divorced),,,Actress,"New York City, New York , U.S.",,,,,,,90.40568937076051,,,,,,,,,,,,,,2.0,7.0,"New York City, New York , U.S.",,"New York City, New York , U.S.",,9q5ctr1,,10.0,
368,368,368,Joan Crawford,1904-03-23,"
 Douglas Fairbanks, Jr. ( m.  1929;  div.  1933) 
 Franchot Tone ( m.  1935;  div.  1939) 
 Phillip Terry ( m.  1942;  div.  1946) 
 Alfred Steele ( m.  1955; died 1959) 
","4, including  Christina Crawford",,"Actress, dancer, business executive","San Antonio ,  Texas , U.S.",1909-12-09,"New York City , U.S.","Actor, naval officer, film producer","May 7, 2000 (2000-05-07)  (aged 90) New York City, U.S.",3,-5.714011923585017,115.04137661964312,109.3273646960581,"['Douglas Fairbanks Jr', 'Franchot Tone', 'Phillip Terry', 'Alfred Steele']","[1929, 1935, 1942, 1955]","[1933, 1939, 1946]",,,,4.0,3.0,"['Douglas Fairbanks Jr', 'Franchot Tone', 'Phillip Terry', 'Alfred Steele']",4.0,,,6.0,2.0,"San Antonio ,  Texas , U.S.","New York City , U.S.","San Antonio ,  Texas , U.S.","New York City , U.S.",drt0guc,,3.0,11.0
369,369,369,Cathy Lee Crosby,1944-12-02,,,,Actress,"Los Angeles ,  California",,,,,,,74.34512686776594,,,,,,,,,,,,,,1.0,1.0,"Los Angeles ,  California",,"Los Angeles ,  California",,dr5regw,,11.0,
370,370,370,Denise Crosby,1957-11-24,Geoffrey Edwards ( m.  1983;  div.  1990) Ken Sylk  ( m.  1995),1,,"Actress, model","Hollywood ,  Los Angeles ,  California , U.S.",,,,,,,61.36744765464041,,"['Geoffrey Edwards', 'Ken Sylk']","[1983, 1995]",[1990],,,,1.0,,"['Geoffrey Edwards', 'Ken Sylk']",2.0,,,2.0,1.0,"Hollywood ,  Los Angeles ,  California , U.S.",,"Hollywood ,  Los Angeles ,  California , U.S.",,dr8v9bq,,11.0,
371,371,371,Mary Crosby,1959-09-14,Eb Lottimer ( m.  1978;  div.  1989) Mark Brodka  ( m.  1998),2,,Actress,"Los Angeles ,  California , U.S.",,,,,,,59.56316693703498,,"['Eb Lottimer', 'Mark Brodka']","[1978, 1998]",[1989],,,,2.0,,"['Eb Lottimer', 'Mark Brodka']",2.0,,,1.0,4.0,"Los Angeles ,  California , U.S.",,"Los Angeles ,  California , U.S.",,9vqefn1,,8.0,
372,372,372,Marcia Cross,1962-03-25,"Juilliard School  ( BFA ) Antioch University, Los Angeles  ( MS )",2,"Juilliard School (BFA)Antioch University, Los Angeles (MS)",Actress,"Marlborough, Massachusetts , U.S.",,,,,,,57.03607876958459,,,,,,,,2.0,,,,,,3.0,1.0,"Marlborough, Massachusetts , U.S.",,"Marlborough, Massachusetts , U.S.",,9q5ctr1,,3.0,
373,373,373,Lindsay Crouse,1948-05-12,David Mamet ( m.  1977;  div.  1990) Rick Blue  ( m.  1998),"2, including  Zosia Mamet",,,"New York City, New York , U.S.",,,,,,,70.90357775998139,,"['David Mamet', 'Rick Blue']","[1977, 1998]",[1990],,,,2.0,,"['David Mamet', 'Rick Blue']",2.0,,,1.0,1.0,"New York City, New York , U.S.",,"New York City, New York , U.S.",,9q56ehz,,4.0,
374,374,374,Suzanne Cryer,1967-01-13,,3,"Yale University (BA, MFA)",Actress,"Rochester, New York , U.S.",,,,,,,52.231051972319754,,,,,,,,3.0,,,,,,3.0,2.0,"Rochester, New York , U.S.",,"Rochester, New York , U.S.",,drt3jcg,,0.0,
375,375,375,Erin Cummings,1977-07-19,Tom Degnan  ( m.  2016),,,Actress,"Lafayette, Louisiana ,  U.S.",,,,,,,41.71748906548389,,['Tom Degnan'],[2016],,,,,,,['Tom Degnan'],1.0,,,5.0,1.0,"Lafayette, Louisiana ,  U.S.",,"Lafayette, Louisiana ,  U.S.",,9q59x9j,,6.0,
376,376,376,Quinn Cummings,1967-08-13,"Don DiPietro, technology executive",,,"Author, humorist, actor","Los Angeles ,  California , U.S.",,,,,,,51.65061568683819,,,,,,,,,,,,,,1.0,2.0,"Los Angeles ,  California , U.S.",,"Los Angeles ,  California , U.S.",,dr72h8r,,7.0,
377,377,377,Kaley Cuoco,1985-11-30,Ryan Sweeting ( m.   2013 ;  div.   2016 ) Karl Cook   ( m.   2018 ),,,"Actress, producer","Camarillo, California , U.S.",,,,,,,33.35044525212702,,"['Ryan Sweeting', 'Karl Cook']","[2013, 2018]",[2016],,,,,,"['Ryan Sweeting', 'Karl Cook']",2.0,,,5.0,6.0,"Camarillo, California , U.S.",,"Camarillo, California , U.S.",,dr5regw,,11.0,
378,378,378,Jane Curtin,1947-09-06,"Sharon, Connecticut , U.S.",1,,"
 Actress 
 comedian 
","Cambridge, Massachusetts , U.S.",,,,,,,71.58531660472153,,,,,,,,1.0,,,,,,1.0,11.0,"Cambridge, Massachusetts , U.S.",,"Cambridge, Massachusetts , U.S.",,dr5k48c,,8.0,
379,379,379,Jamie Lee Curtis,1958-11-22,"Christopher Guest, 5th Baron Haden-Guest  ( m.   1984 )",2,,"Actress, producer, director, author, blogger, activist","Santa Monica, California , U.S.",,,,,,,60.373587411103586,,['Christopher Guest 5th Baron Haden Guest'],[1984],,,,,2.0,,['Christopher Guest 5th Baron Haden Guest'],1.0,,,2.0,5.0,"Santa Monica, California , U.S.",,"Santa Monica, California , U.S.",,dn6hr7b,,11.0,
380,380,380,Ann Cusack,1961-05-22,,,,Actress,"Manhattan ,  New York , U.S.",,,,,,,57.876616220730064,,,,,,,,,,,,,,1.0,4.0,"Manhattan ,  New York , U.S.",,"Manhattan ,  New York , U.S.",,dr5regw,,5.0,
381,381,381,Joan Cusack,1962-10-11,Richard Burke ( m.  1996),2,,"Actress, comedian","New York City ,  New York  U.S.",,,,,,,56.48849736818689,,['Richard Burke'],[1996],,,,,2.0,,['Richard Burke'],1.0,,,5.0,1.0,"New York City ,  New York  U.S.",,"New York City ,  New York  U.S.",,dr5regw,,9.0,
382,382,382,Tawny Cypress,1976-08-08,Bill Charles (2000-2004) (divorced) 1 child Tom Dillon (2006-Present),,,Actress,"Point Pleasant ,  New Jersey ,  U.S.",,,,,,,42.66206698289493,,,,,,,,,,,,,,1.0,2.0,"Point Pleasant ,  New Jersey ,  U.S.",,"Point Pleasant ,  New Jersey ,  U.S.",,9zvxvey,,7.0,
383,383,383,Miley Cyrus,1992-11-23,Liam Hemsworth  ( m.   2018 ),,,"
 Singer 
 songwriter 
 actress 
","Franklin, Tennessee , U.S.",1990-01-13,"Melbourne , Victoria, Australia",Actor,Miley Cyrus  ( m.  2018) [1],,2.8611128223029905,26.36878238430632,29.229895206609307,['Liam Hemsworth'],[2018],,['Miley Cyrus'],[2018],,,,['Liam Hemsworth'],1.0,['Miley Cyrus'],1.0,2.0,3.0,"Franklin, Tennessee , U.S.","Melbourne , Victoria, Australia","Franklin, Tennessee , U.S.","Melbourne , Victoria, Australia",9q5ctr1,,11.0,0.0
384,384,384,Yaya DaCosta,1982-11-15,Joshua Bee Alafia ( m.  2012; sep. 2015),1,,,"New York City , U.S.",,,,,,,36.39225993689124,,['Joshua Bee Alafia'],[2012],[2015],,,,1.0,,['Joshua Bee Alafia'],1.0,,,1.0,4.0,"New York City , U.S.",,"New York City , U.S.",,dp8mj9h,,10.0,
385,385,385,Alexandra Daddario,1986-03-16,,,,Actress,"New York City , U.S.",,,,,,,33.06022710938623,,,,,,,,,,,,,,2.0,1.0,"New York City , U.S.",,"New York City , U.S.",,dpmuhfx,,2.0,
386,386,386,Arlene Dahl,1925-08-11,Lex Barker ( m.  1951;  div.  1952) Fernando Lamas ( m.  1954;  div.  1960) Christian R. Holmes ( m.  1960;  div.  1964) Alexis Lichine ( m.  1964;  div.  1969) Rounsevelle W. Schaum ( m.  1969;  div.  1976) Marc Rosen  ( m.  1984),"3, including  Lorenzo Lamas",,"Actress, businesswoman, columnist","Minneapolis ,  Minnesota , U.S.",1919-05-08,"Rye, New York , U.S.",Actor,Constance Rhodes Thurlow ( m.  1942–1950) Arlene Dahl  ( m.  1951–1952) Lana Turner  ( m.  1953–1957) Irene Labhart ( m.  1959–1962) Tita Cervera  ( m.  1965–1972),3,6.2615933249827185,93.65558498805588,99.91717831303859,more than 5,,"[1952, 1960, 1964, 1969, 1976]","['Constance Rhodes Thurlow', 'Arlene Dahl', 'Lana Turner', 'Irene Labhart', 'Tita Cervera']","[1942, 1951, 1953, 1959, 1965]",,3.0,3.0,more than 5,11.0,"['Constance Rhodes Thurlow', 'Arlene Dahl', 'Lana Turner', 'Irene Labhart', 'Tita Cervera']",5.0,1.0,6.0,"Minneapolis ,  Minnesota , U.S.","Rye, New York , U.S.","Minneapolis ,  Minnesota , U.S.","Rye, New York , U.S.",dr5regw,,7.0,4.0
387,387,387,E. G. Daily,1961-09-11,Rick Salomon ( m.  1995;  div.  2000),2,,"Actress, voice actress, singer, comedian","Los Angeles ,  California , U.S.",1969-01-24,"Neptune Township, New Jersey , U.S.","Former producer, poker player","Former producer, poker player",2,-7.370445662813062,57.56997063594735,50.19952497313429,['Rick Salomon'],[1995],[2000],,,,2.0,2.0,['Rick Salomon'],1.0,,,1.0,1.0,"Los Angeles ,  California , U.S.","Neptune Township, New Jersey , U.S.","Los Angeles ,  California , U.S.","Neptune Township, New Jersey , U.S.",dr792em,,8.0,1.0
388,388,388,Tyne Daly,1946-02-21,Georg Stanford Brown ( m.  1966;  div.  1990),3,,Actress,"Madison, Wisconsin , U.S.",1943-06-24,"Havana ,  Cuba","Actor, director",Tyne Daly  (1966–1990),3,2.663983517799818,73.12402034264906,75.78800386044888,['Georg Stanford Brown'],[1966],[1990],,,,3.0,3.0,['Georg Stanford Brown'],1.0,,,4.0,1.0,"Madison, Wisconsin , U.S.","Havana ,  Cuba","Madison, Wisconsin , U.S.","Havana ,  Cuba",dphgtbg,,2.0,6.0
389,389,389,Dorothy Dandridge,1922-11-09,Harold Nicholas ( m.   1942 ;  div.   1951 ) Jack Denison ( m.   1959 ;  div.  1962),Harolyn Suzanne Nicholas (b.1943; d.2003),,"Actress ,  Singer ,  Dancer","Cleveland, Ohio , U.S.",1921-03-27,"Winston-Salem, North Carolina","dancer, choreographer, actor, theatrical director",Dorothy Dandridge  (1942–51) Elyanne Patronne (19??-????) Rigmor Newman (19??–2000),2,1.6208409481371966,96.40991943708632,98.03076038522352,"['Harold Nicholas', 'Jack Denison']","[1942, 1959]","[1951, 1962]",,,,,2.0,"['Harold Nicholas', 'Jack Denison']",2.0,,,1.0,5.0,"Cleveland, Ohio , U.S.","Winston-Salem, North Carolina","Cleveland, Ohio , U.S.","Winston-Salem, North Carolina",djm2wtu,,10.0,3.0
390,390,390,Claire Danes,1979-04-12,Hugh Dancy  ( m.  2009),2,Lycée Français de Los Angeles,Actress,"New York City , U.S.",1975-06-19,"Stoke-on-Trent ,  Staffordshire , England","Actor, model",Claire Danes  ( m.  2009),2,3.8139044607349915,39.987131837067146,43.80103629780214,['Hugh Dancy'],[2009],,['Claire Danes'],[2009],,2.0,2.0,['Hugh Dancy'],1.0,['Claire Danes'],1.0,1.0,4.0,"New York City , U.S.","Stoke-on-Trent ,  Staffordshire , England","New York City , U.S.","Stoke-on-Trent ,  Staffordshire , England",9vg4mqf,,3.0,5.0
391,391,391,Shera Danese,1949-10-09,Peter Falk  (1977–2011; his death),,,,"Hartsdale, New York ,  U.S.",,,,,,,69.4935556513823,,,,,,,,,,,,,,1.0,1.0,"Hartsdale, New York ,  U.S.",,"Hartsdale, New York ,  U.S.",,9yzgery,,9.0,
392,392,392,Beverly D'Angelo,1951-11-15,Don Lorenzo Salviati ( m.  1981;  div.  1995),2,,"Actress, singer","Upper Arlington, Ohio , U.S.",,,,,,,67.39358097702211,,['Don Lorenzo Salviati'],[1981],[1995],,,,2.0,,['Don Lorenzo Salviati'],1.0,,,1.0,1.0,"Upper Arlington, Ohio , U.S.",,"Upper Arlington, Ohio , U.S.",,djn4k5j,,10.0,
393,393,393,Brittany Daniel,1976-03-17,Adam Touni ( m.  2017) [1],,Gainesville High School,Actress,"Gainesville, Florida , U.S.",,,,,,,43.05632559190127,,['Adam Touni'],[2017],,,,,,,['Adam Touni'],1.0,,,4.0,1.0,"Gainesville, Florida , U.S.",,"Gainesville, Florida , U.S.",,dr4e394,,2.0,
394,394,394,Bebe Daniels,1901-01-14,Ben Lyon ( m.  1930; died 1971),"Barbara Lyon Richard Lyon (adopted, born Bryan Moore)",,"Actress, dancer, singer, producer, writer","Dallas , Texas, U.S.",1901-02-06,"Atlanta, Georgia , U.S.",,Bebe Daniels ( m.  1930; her death 1971) Marian Nixon ( m.  1972; his death 1979),"
with Bebe:
Barbara Lyon
Richard Lyon
",-0.06297186116073568,118.22830037577774,118.165328514617,['Ben Lyon'],[1930],,"['Bebe Daniels', 'Marian Nixon']","[1930, 1972]",,,,['Ben Lyon'],1.0,"['Bebe Daniels', 'Marian Nixon']",2.0,5.0,4.0,"Dallas , Texas, U.S.","Atlanta, Georgia , U.S.","Dallas , Texas, U.S.","Atlanta, Georgia , U.S.",dr72h8r,,0.0,1.0
395,395,395,Erin Daniels,1973-10-09,Chris Uettwiller (2009–present; 2 children),,,Actress,"St. Louis ,  Missouri ,  U.S.",,,,,,,45.49306282812104,,,,,,,,,,,,,,2.0,1.0,"St. Louis ,  Missouri ,  U.S.",,"St. Louis ,  Missouri ,  U.S.",,9vg4mqf,,9.0,
396,396,396,Sarah E. Daniels,1989-08-01,Skye Scott,,,"Actress, singer","Orlando, Florida , U.S.",,,,,,,29.68164986276241,,,,,,,,,,,,,,1.0,1.0,"Orlando, Florida , U.S.",,"Orlando, Florida , U.S.",,dp3wjzt,,7.0,
397,397,397,Blythe Danner,1943-02-03,Bruce Paltrow ( m.  1969; died 2002),"
 Gwyneth Paltrow 
 Jake Paltrow 
",,Actress,"Philadelphia ,  Pennsylvania , U.S.",1943-11-26,"Brooklyn, New York City , U.S.","Film director, producer",Blythe Danner  ( m.  1969),Gwyneth PaltrowJake Paltrow,-0.8104204740685983,76.17404874843427,75.36362827436567,['Bruce Paltrow'],[1969],,['Blythe Danner'],[1969],,,,['Bruce Paltrow'],1.0,['Blythe Danner'],1.0,2.0,3.0,"Philadelphia ,  Pennsylvania , U.S.","Brooklyn, New York City , U.S.","Philadelphia ,  Pennsylvania , U.S.","Brooklyn, New York City , U.S.",9znfmk6,,1.0,11.0
398,398,398,Patti D'Arbanville,1951-05-25,Roger Miremont ( m.  1975;  div.  1980) Steve Curry ( m.  1980;  div.  1981) Terry Quinn ( m.  1993;  div.  2002),"4, including  Jesse Johnson",,,"Manhattan , New York City, U.S.",,,,,,,67.86997679623812,,"['Roger Miremont', 'Steve Curry', 'Terry Quinn']","[1975, 1980, 1993]","[1980, 1981, 2002]",,,,4.0,,"['Roger Miremont', 'Steve Curry', 'Terry Quinn']",3.0,,,1.0,3.0,"Manhattan , New York City, U.S.",,"Manhattan , New York City, U.S.",,dr72r5t,,5.0,
