,Unnamed: 0,Unnamed: 0.1,name,bday,name_spouse,num_of_child,edu,role,birthplace,bday_sp,birthplace_sp,role_sp,name_sp_sp,num_of_child_sp,age_diff,age,age_sp,name_spouse_cl,year_m,year_div,name_sp_sp_cl,year_m_sp,year_div_sp,num_of_child_cl,num_of_child_sp_cl,name_spouse_cl,num_of_m,name_sp_sp_cl,num_of_m_sp,num_of_role,num_of_role_sp,birthplace,birthplace_sp,birthplace,birthplace_sp,geohash,geohash_sp,zodiac,zodiac_sp
1527,1527,1527,Gail Russell,1924-09-21,Guy Madison ( m.  1949;  div.  1954),,,Actress,"Chicago , Illinois, U.S.",1922-01-19,"Pumpkin Center, Kern County, California , U.S.",Actor,Gail Russell ( m.  1949;  div.  1954)     Sheila Connolly ( m.  1954;  div.  1964),4,2.6721972388207837,94.54266685832016,97.21486409714096,['Guy Madison'],[1949],[1954],"['Gail Russell', 'Sheila Connolly']","[1949, 1954]","[1954, 1964]",,4.0,['Guy Madison'],1.0,"['Gail Russell', 'Sheila Connolly']",2.0,3.0,,"Chicago , Illinois, U.S.","Pumpkin Center, Kern County, California , U.S.","Chicago , Illinois, U.S.","Pumpkin Center, Kern County, California , U.S.",9q5ctr1,,8.0,0.0
1528,1528,1528,Jane Russell,1921-06-21,Bob Waterfield  (m. 1943–1968; divorced) Roger Barrett (m. 1968; his death) John Calvin Peoples (m. 1974–1999; his death),3,,"Actress, model, singer","Bemidji, Minnesota , U.S.",,,,,,,97.79530038262251,,,,,,,,3.0,,,,,,4.0,,"Bemidji, Minnesota , U.S.",,"Bemidji, Minnesota , U.S.",,9q5ctr1,,6.0,
1529,1529,1529,Keri Russell,1976-03-23,Shane Deary ( m.  2007; separated 2013),3,,"Actress, dancer","Fountain Valley, California , United States",,,,,,,43.03989814985934,,['Shane Deary'],[2007],[2013],,,,3.0,,['Shane Deary'],1.0,,,1.0,,"Fountain Valley, California , United States",,"Fountain Valley, California , United States",,dr5r8pt,,3.0,
1530,1530,1530,Rosalind Russell,1907-06-04,Frederick Brisson (1941–1976; her death),1,,"Actress, comedian, screenwriter, singer","Waterbury, Connecticut , U.S.",,,,,,,111.84350123548052,,,,,,,,1.0,,,,,,3.0,,"Waterbury, Connecticut , U.S.",,"Waterbury, Connecticut , U.S.",,9q5ctr1,,5.0,
1531,1531,1531,Theresa Russell,1957-03-20,Nicolas Roeg   (1982–?; divorced),2,,Actress,"San Diego , California, U.S.",,,,,,,62.04918649938055,,,,,,,,2.0,,,,,,4.0,,"San Diego , California, U.S.",,"San Diego , California, U.S.",,9q5ctr1,,3.0,
1532,1532,1532,Deanna Russo,,Michael Cassady ( m.  2014),1,,Actress,"New Jersey , USA",,,,,,,,,['Michael Cassady'],[2014],,,,,1.0,,['Michael Cassady'],1.0,,,3.0,,"New Jersey , USA",,"New Jersey , USA",,dr723jt,,,
1533,1533,1533,Rene Russo,1954-02-17,Dan Gilroy  ( m.   1992 ),1,,"Actress, producer, model","Burbank, California , U.S.",1959-06-24,"Santa Monica, California , U.S.",Filmmaker,Rene Russo  ( m.  1992),1,-5.347132384648555,65.1348076962566,59.78767531160804,['Dan Gilroy'],[1992],,['Rene Russo'],[1992],,1.0,1.0,['Dan Gilroy'],1.0,['Rene Russo'],1.0,2.0,,"Burbank, California , U.S.","Santa Monica, California , U.S.","Burbank, California , U.S.","Santa Monica, California , U.S.",dr70neh,,1.0,6.0
1534,1534,1534,Kelly Rutherford,1968-11-06,Carlos Tarajano ( m.  2001;  div.  2002) Daniel Giersch ( m.  2006;  div.  2010),2,,Actress,"Elizabethtown, Kentucky , U.S.",,,,,,,50.415819626686385,,"['Carlos Tarajano', 'Daniel Giersch']","[2001, 2006]","[2002, 2010]",,,,2.0,,"['Carlos Tarajano', 'Daniel Giersch']",2.0,,,6.0,,"Elizabethtown, Kentucky , U.S.",,"Elizabethtown, Kentucky , U.S.",,dp3wjzt,,10.0,
1535,1535,1535,Amy Ryan,1969-05-03,Eric Slovin ( m.  2011),1,,Actress,"New York City ,  New York , U.S.",,,,,,,49.92847217944242,,['Eric Slovin'],[2011],,,,,1.0,,['Eric Slovin'],1.0,,,1.0,,"New York City ,  New York , U.S.",,"New York City ,  New York , U.S.",,9q59x9j,,4.0,
1536,1536,1536,Blanchard Ryan,1967-01-12,,,,,"Boston ,  Massachusetts , U.S.",,,,,,,52.23378987932676,,,,,,,,,,,,,,2.0,,"Boston ,  Massachusetts , U.S.",,"Boston ,  Massachusetts , U.S.",,dr5regw,,0.0,
1537,1537,1537,Debby Ryan,1993-05-13,Josh Dun  (engaged),,Fossil Ridge High School,"
 Actress 
 singer 
 musician 
 model 
","Huntsville, Alabama , U.S.",,,,,,,25.900600286111285,,,,,,,,,,,,,,2.0,,"Huntsville, Alabama , U.S.",,"Huntsville, Alabama , U.S.",,dr5rs0q,,4.0,
1538,1538,1538,Eileen Ryan,,Leo Penn ( m.  1957; died 1998),Michael Penn Sean Penn Chris Penn,,Actress,"New York City , U.S.",1921-08-27,"Lawrence, Massachusetts , U.S.","Television director, actor",Olive Deering ( m.  1947;  div.  1952) Eileen Ryan  ( m.  1957),Michael PennSean PennChris Penn,,,97.61186061315428,['Leo Penn'],[1957],,"['Olive Deering', 'Eileen Ryan']","[1947, 1957]",[1952],,,['Leo Penn'],1.0,"['Olive Deering', 'Eileen Ryan']",2.0,1.0,,"New York City , U.S.","Lawrence, Massachusetts , U.S.","New York City , U.S.","Lawrence, Massachusetts , U.S.",dr5regw,,,8.0
1539,1539,1539,Irene Ryan,1902-10-17,Tim Ryan  ( m.  1922–1942) ; divorced Harold E. Knox ( m.  1946–1961) ; divorced,,,Actress,"El Paso , Texas, United States [1]",,"Bayonne ,  New Jersey , United States",Actor,Irene Ryan  ( m.  1922–1942) ; divorced,,,116.47330198429809,,,,,,,,,,,,,,2.0,,"El Paso , Texas, United States [1]","Bayonne ,  New Jersey , United States","El Paso , Texas, United States [1]","Bayonne ,  New Jersey , United States",xpttfun,,9.0,
1540,1540,1540,Jeri Ryan,1968-02-22,Jack Ryan ( m.  1991;  div.  1999) Christophe Émé  ( m.  2007),2,,Actress,"Munich ,  West Germany",,,,,,,51.122199634489405,,"['Jack Ryan', 'Christophe Émé']","[1991, 2007]",[1999],,,,2.0,,"['Jack Ryan', 'Christophe Émé']",2.0,,,1.0,,"Munich ,  West Germany",,"Munich ,  West Germany",,dp3wjzt,,2.0,
1541,1541,1541,Meg Ryan,1961-11-19,Dennis Quaid ( m.  1991;  div.  2001),"2, including  Jack Quaid",,"Actress, producer","Fairfield, Connecticut , U.S.",1954-04-09,"Houston ,  Texas , U.S.","
 Actor 
 producer 
 director 
 singer 
 writer 
",P. J. Soles ( m.  1978;  div.  1983) Meg Ryan ( m.  1991;  div.  2001) Kimberly Buffington ( m.  2004;  div.  2018),"3, including Jack Quaid",7.61411938643504,57.38105505246514,64.99517443890018,['Dennis Quaid'],[1991],[2001],"['P J Soles', 'Meg Ryan', 'Kimberly Buffington']","[1978, 1991, 2004]","[1983, 2001, 2018]",2.0,3.0,['Dennis Quaid'],1.0,"['P J Soles', 'Meg Ryan', 'Kimberly Buffington']",3.0,3.0,,"Fairfield, Connecticut , U.S.","Houston ,  Texas , U.S.","Fairfield, Connecticut , U.S.","Houston ,  Texas , U.S.",9q924nz,,10.0,3.0
1542,1542,1542,Winona Ryder,1971-10-29,Scott Mackinlay Hahn (2011–present),,,Actress,"Winona, Minnesota , U.S.",,,,,,,47.439714710089866,,,,,,,,,,,,,,1.0,,"Winona, Minnesota , U.S.",,"Winona, Minnesota , U.S.",,gcw18sz,,10.0,
1543,1543,1543,Katee Sackhoff,1980-04-08,Karl Urban   (2014–present) [1],,,Actress,"Portland ,  Oregon , U.S.",,,,,,,38.99600950053731,,,,,,,,,,,,,,2.0,,"Portland ,  Oregon , U.S.",,"Portland ,  Oregon , U.S.",,djwqd8p,,3.0,
1544,1544,1544,Katey Sagal,1954-01-19,Freddy Beckmeier ( m.  1977;  div.  1981)     Fred Lombardo ( m.  1986;  div.  1989)     Jack White ( m.  1993;  div.  2000)     Kurt Sutter    ( m.  2004),4,,Actress  •  singer  •  songwriter,"Los Angeles ,  California ,  U.S.",,,,,,,65.21420699945925,,"['Freddy Beckmeier', 'Fred Lombardo', 'Jack White', 'Kurt Sutter']","[1977, 1986, 1993, 2004]","[1981, 1989, 2000]",,,,4.0,,"['Freddy Beckmeier', 'Fred Lombardo', 'Jack White', 'Kurt Sutter']",4.0,,,5.0,,"Los Angeles ,  California ,  U.S.",,"Los Angeles ,  California ,  U.S.",,dr7bpc2,,0.0,
1545,1545,1545,Halston Sage,1993-05-10,,,,Actress,"Los Angeles ,  California , U.S.",,,,,,,25.90881400713225,,,,,,,,,,,,,,2.0,,"Los Angeles ,  California , U.S.",,"Los Angeles ,  California , U.S.",,9xjk825,,4.0,
1546,1546,1546,Eva Marie Saint,1924-07-04,Jeffrey Hayden ( m.   1951 ; died  2016 ),2,,Actress,"Newark, New Jersey , U.S.",,,,,,,94.75896151187223,,['Jeffrey Hayden'],[1951],,,,,2.0,,['Jeffrey Hayden'],1.0,,,1.0,,"Newark, New Jersey , U.S.",,"Newark, New Jersey , U.S.",,dr5ntps,,6.0,
1547,1547,1547,Susan Saint James,1946-08-14,Richard Neubert (1967–1968) Tom Lucas (1971–1977) Dick Ebersol  (1981–present),"5, including  Charlie Ebersol",,Actress,"Los Angeles, California , U.S.",,,,,,,72.64762452343307,,,,,,,,5.0,,,,,,2.0,,"Los Angeles, California , U.S.",,"Los Angeles, California , U.S.",,c20fbmg,,7.0,
1548,1548,1548,Jill St. John,1940-08-19,Neil Dubin ( m.  1957;  div.  1958) Lance Reventlow ( m.  1960;  div.  1963) Jack Jones ( m.  1967;  div.  1969) Robert Wagner  ( m.  1990),,Hollywood Professional School,Actress,"Los Angeles , California, U.S.",,,,,,,78.63268924070994,,"['Neil Dubin', 'Lance Reventlow', 'Jack Jones', 'Robert Wagner']","[1957, 1960, 1967, 1990]","[1958, 1963, 1969]",,,,,,"['Neil Dubin', 'Lance Reventlow', 'Jack Jones', 'Robert Wagner']",4.0,,,1.0,,"Los Angeles , California, U.S.",,"Los Angeles , California, U.S.",,drt2zp2,,7.0,
1549,1549,1549,Zoe Saldana,1978-06-19,Marco Perego-Saldana ( m.  2013),3,,"Actress, dancer","Passaic, New Jersey , U.S.",,,,,,,40.80029021814274,,['Marco Perego Saldana'],[2013],,,,,3.0,,['Marco Perego Saldana'],1.0,,,1.0,,"Passaic, New Jersey , U.S.",,"Passaic, New Jersey , U.S.",,dp65fvu,,5.0,
1550,1550,1550,Laura San Giacomo,1962-11-14,Cameron Dye  ( m.  1990–1998) Matt Adler  ( m.  2000),1,Carnegie Mellon University (BFA),Actress,"West Orange, New Jersey , U.S.",1959-04-09,"New Orleans ,  Louisiana , U.S.",Actor,Laura San Giacomo  ( m.  1990–1998),2,3.6003477141898874,56.395408529949286,59.99575624413917,"['Cameron Dye', 'Matt Adler']","[1990, 2000]",,['Laura San Giacomo'],[1990],,1.0,2.0,"['Cameron Dye', 'Matt Adler']",2.0,['Laura San Giacomo'],1.0,5.0,,"West Orange, New Jersey , U.S.","New Orleans ,  Louisiana , U.S.","West Orange, New Jersey , U.S.","New Orleans ,  Louisiana , U.S.",dr5rf87,,10.0,3.0
1551,1551,1551,Kiele Sanchez,1977-10-13,Zach Helm ( m.  2001;  div.  2008) Zach Gilford  ( m.  2012),2,Glenbard North High School,Actress,"Chicago ,  Illinois , U.S.",1975-01-21,"Santa Clara, California ,  United States","Film director ,  film producer ,  screenwriter",,,2.7269553789605534,41.48202906288288,44.208984441843434,"['Zach Helm', 'Zach Gilford']","[2001, 2012]",[2008],,,,2.0,,"['Zach Helm', 'Zach Gilford']",2.0,,,1.0,,"Chicago ,  Illinois , U.S.","Santa Clara, California ,  United States","Chicago ,  Illinois , U.S.","Santa Clara, California ,  United States",9vrfsd2,,9.0,1.0
1552,1552,1552,Erin Sanders,1991-01-19,,,,Actress,"Santa Monica, California ,  U.S.",,,,,,,28.21413170701657,,,,,,,,,,,,,,2.0,,"Santa Monica, California ,  U.S.",,"Santa Monica, California ,  U.S.",,dr65w62,,0.0,
1553,1553,1553,Adam Sandler,1966-09-09,Jacqueline Titone ( m.  2003),2,,"
 Actor 
 comedian 
 screenwriter 
 film producer 
 musician 
","New York City , New York, U.S.",,,,,,,52.576028255200306,,['Jacqueline Titone'],[2003],,,,,2.0,,['Jacqueline Titone'],1.0,,,1.0,,"New York City , New York, U.S.",,"New York City , New York, U.S.",,9zj73t0,,8.0,
1554,1554,1554,Mia Sara,1967-06-19,American,2,Saint Ann's School,Actress,"Brooklyn Heights ,  New York , U.S.",1963-01-11,"Marylebone ,  London , England","Actor, director",Mia Sara ( m.  1996;  div.  2002),1,4.435409351321383,51.80120057222257,56.23660992354394,,,,['Mia Sara'],[1996],[2002],2.0,1.0,,,['Mia Sara'],1.0,1.0,,"Brooklyn Heights ,  New York , U.S.","Marylebone ,  London , England","Brooklyn Heights ,  New York , U.S.","Marylebone ,  London , England",dp3wjzt,,5.0,0.0
1555,1555,1555,Susan Sarandon,1946-10-04,Chris Sarandon ( m.  1967;  div.  1979),3; including  Eva Amurri,,"Actress , activist","New York City, New York , U.S.",1942-07-24,"Beckley ,  West Virginia , US",Actor,Actor,3,4.1972114417133835,72.50799126607664,76.70520270779005,['Chris Sarandon'],[1967],[1979],,,,3.0,3.0,['Chris Sarandon'],1.0,,,3.0,,"New York City, New York , U.S.","Beckley ,  West Virginia , US","New York City, New York , U.S.","Beckley ,  West Virginia , US",dr3zmry,,9.0,7.0
1556,1556,1556,Tura Satana,1938-07-10,John Satana ( m.  1951–1952) Endel Jurman ( m.  1981–2000),2,,Actress,"Hokkaidō, Japan",,,,,,,80.74361554309806,,"['John Satana', 'Endel Jurman']","[1951, 1981]",,,,,2.0,,"['John Satana', 'Endel Jurman']",2.0,,,2.0,,"Hokkaidō, Japan",,"Hokkaidō, Japan",,dr5regw,,6.0,
1557,1557,1557,Morgan Saylor,1994-10-26,,,,Actress,"Chicago ,  Illinois , US",,,,,,,24.446771665400387,,,,,,,,,,,,,,2.0,,"Chicago ,  Illinois , US",,"Chicago ,  Illinois , US",,9y9mut3,,10.0,
1558,1558,1558,Allison Scagliotti,1990-09-21,,,,"Actress, director","Monterey, California , U.S.",,,,,,,28.54268054785519,,,,,,,,,,,,,,1.0,,"Monterey, California , U.S.",,"Monterey, California , U.S.",,dr72h8r,,8.0,
1559,1559,1559,Gia Scala,,Don Burnett (1959-1970; divorced),,,"Actress ,  model","Liverpool ,  Lancashire [1] , England",,,,,,,,,,,,,,,,,,,,,1.0,,"Liverpool ,  Lancashire [1] , England",,"Liverpool ,  Lancashire [1] , England",,9q5fr83,,,
1560,1560,1560,Diana Scarwid,1955-08-27,Eric Scheinbart ( m.  1978;  div.  1995),2,The American Academy of Dramatic ArtsPace University,Actress,"Savannah, Georgia ,  U.S",,,,,,,63.612531400370976,,['Eric Scheinbart'],[1978],[1995],,,,2.0,,['Eric Scheinbart'],1.0,,,1.0,,"Savannah, Georgia ,  U.S",,"Savannah, Georgia ,  U.S",,9vk1mc9,,8.0,
1561,1561,1561,Cassie Scerbo,1990-03-30,,,,"Actress, singer, dancer","Long Island ,  New York , U.S.",,,,,,,29.021814274078178,,,,,,,,,,,,,,5.0,,"Long Island ,  New York , U.S.",,"Long Island ,  New York , U.S.",,drkrs0m,,3.0,
1562,1562,1562,Kristen Schaal,1978-01-24,Rich Blomquist [1] [2]  ( m.  2012),1,,"
 Actress 
 voice actress 
 comedian 
 writer 
","Longmont, Colorado , U.S.",,,,,,,41.20002464116306,,['Rich Blomquist 1 2'],[2012],,,,,1.0,,['Rich Blomquist 1 2'],1.0,,,2.0,,"Longmont, Colorado , U.S.",,"Longmont, Colorado , U.S.",,dr4qfx7,,1.0,
1563,1563,1563,Natalie Schafer,1900-11-05,Louis Calhern ( m.  1933;  div.  1942),,,Actress,"Red Bank, New Jersey , U.S. [1]",1895-02-19,"Brooklyn , New York, U.S.",Actor,Ilka Chase ( m.  1926;  div.  1927) Julia Hoyt ( m.  1927;  div.  1932)   Natalie Schafer ( m.  1933;  div.  1942)   Marianne Stewart ( m.  1946;  div.  1955),,5.708536109571037,118.41995386626694,124.12848997583795,['Louis Calhern'],[1933],[1942],"['Ilka Chase', 'Julia Hoyt', 'Natalie Schafer', 'Marianne Stewart']","[1926, 1927, 1933, 1946]","[1927, 1932, 1942, 1955]",,,['Louis Calhern'],1.0,"['Ilka Chase', 'Julia Hoyt', 'Natalie Schafer', 'Marianne Stewart']",4.0,2.0,,"Red Bank, New Jersey , U.S. [1]","Brooklyn , New York, U.S.","Red Bank, New Jersey , U.S. [1]","Brooklyn , New York, U.S.",9vffycg,,10.0,2.0
1564,1564,1564,Anne Schedeen,1949-01-08,Christopher Barrett ( m.  1982),1,,Actress,"Portland ,  Oregon , U.S.",,,,,,,70.24374217129716,,['Christopher Barrett'],[1982],,,,,1.0,,['Christopher Barrett'],1.0,,,1.0,,"Portland ,  Oregon , U.S.",,"Portland ,  Oregon , U.S.",,9v1zqsr,,0.0,
1565,1565,1565,Taylor Schilling,1984-07-27,,,Fordham University (BFA),Actress,"Boston, Massachusetts , U.S.",,,,,,,34.69475759255837,,,,,,,,,,,,,,2.0,,"Boston, Massachusetts , U.S.",,"Boston, Massachusetts , U.S.",,9z70pmz,,7.0,
1566,1566,1566,Carly Schroeder,1990-10-18,,,,Actress,"Valparaiso, Indiana , U.S.",,,,,,,28.4687570586665,,,,,,,,,,,,,,1.0,,"Valparaiso, Indiana , U.S.",,"Valparaiso, Indiana , U.S.",,9q5ctr1,,9.0,
1567,1567,1567,Annabella Sciorra,1960-03-29,Joe Petruzzi ( m.  1989;  div.  1993),,,Actress,"Brooklyn ,  New York , U.S. [1]",,,,,,,59.02379925665825,,['Joe Petruzzi'],[1989],[1993],,,,,,['Joe Petruzzi'],1.0,,,1.0,,"Brooklyn ,  New York , U.S. [1]",,"Brooklyn ,  New York , U.S. [1]",,9qh931c,,3.0,
1568,1568,1568,Ashley Scott,1977-07-13,"Anthony Rhulen (2004–2008, divorced) [1] Steve Hart  (January 2010 – present)",2,,"Actress, model","Metairie, Louisiana , U.S.",,,,,,,41.73391650752582,,,,,,,,2.0,,,,,,1.0,,"Metairie, Louisiana , U.S.",,"Metairie, Louisiana , U.S.",,dpsby4p,,6.0,
1569,1569,1569,Lizabeth Scott,1922-09-29,,,,"Actress, singer, model","Scranton, Pennsylvania , United States",,,,,,,96.52217362437284,,,,,,,,,,,,,,3.0,,"Scranton, Pennsylvania , United States",,"Scranton, Pennsylvania , United States",,dr5regw,,9.0,
1570,1570,1570,Martha Scott,1912-09-22,Carlton Alsop ( m.  1940;  div.  1946) Mel Powell ( m.  1946; died 1998),3,,"Film, television and stage actress","Jamesport, Missouri , U.S.",,,,,,,106.5401753629438,,"['Carlton Alsop', 'Mel Powell']","[1940, 1946]",[1946],,,,3.0,,"['Carlton Alsop', 'Mel Powell']",2.0,,,5.0,,"Jamesport, Missouri , U.S.",,"Jamesport, Missouri , U.S.",,9yegjbp,,8.0,
1571,1571,1571,Stefanie Scott,1996-12-06,,,,"Actress, singer","Chicago ,  Illinois , U.S.",,,,,,,22.333107456005262,,,,,,,,,,,,,,2.0,,"Chicago ,  Illinois , U.S.",,"Chicago ,  Illinois , U.S.",,dr5x8y2,,11.0,
1572,1572,1572,Amy Sedaris,1961-03-29,,,,"
 Actress 
 comedian 
 writer 
","Endicott, New York , U.S.",,,,,,,58.02446319910744,,,,,,,,,,,,,,1.0,,"Endicott, New York , U.S.",,"Endicott, New York , U.S.",,9q5ctr1,,3.0,
1573,1573,1573,Kyra Sedgwick,1965-08-19,Kevin Bacon  ( m.   1988 ),"2, including  Sosie Bacon",,"Actress, producer, director","New York City , U.S.",1958-07-08,"Philadelphia ,  Pennsylvania , U.S.","Actor, director, producer, musician",Kyra Sedgwick  ( m.  1988),"2, including Sosie Bacon",7.115820311163131,53.63286035989788,60.74868067106101,['Kevin Bacon'],[1988],,['Kyra Sedgwick'],[1988],,2.0,2.0,['Kevin Bacon'],1.0,['Kyra Sedgwick'],1.0,1.0,,"New York City , U.S.","Philadelphia ,  Pennsylvania , U.S.","New York City , U.S.","Philadelphia ,  Pennsylvania , U.S.",9ypzyyu,,7.0,6.0
1574,1574,1574,Sandra Seacat,1936-10-02,Arthur I. Kaufman (1959–1968 or 1969; divorced) [3] Michael Ebert (?–1978; divorced) [4] [5] Thurn Hoffman (?–present),1,,"Acting teacher, actor, director","Greensburg, Kansas , U.S.",,,,,,,82.51230346961266,,,,,,,,1.0,,,,,,1.0,,"Greensburg, Kansas , U.S.",,"Greensburg, Kansas , U.S.",,dp3wjzt,,9.0,
1575,1575,1575,Marian Seldes,1928-08-23,Julian Claman  (1953–1961; divorced) Garson Kanin  (1990–1999; his death),Katharine Claman,,,"Manhattan, New York City",,,,,,,90.6219840243126,,,,,,,,,,,,,,3.0,,"Manhattan, New York City",,"Manhattan, New York City",,9vfuvwt,,8.0,
1576,1576,1576,Christian Serratos,1990-09-21,David Boyd  (2014–present),1,,Actress,"Pasadena, California , U.S.",,,,,,,28.54268054785519,,,,,,,,1.0,,,,,,1.0,,"Pasadena, California , U.S.",,"Pasadena, California , U.S.",,djudbfk,,8.0,
1577,1577,1577,Joan Severance,1958-12-23,Eric Milan ( m.  1977;  div.  1984),,,"Actress, fashion model","Houston, Texas , U.S",,,,,,,60.28871229388694,,['Eric Milan'],[1977],[1984],,,,,,['Eric Milan'],1.0,,,3.0,,"Houston, Texas , U.S",,"Houston, Texas , U.S",,9q5ctr1,,0.0,
1578,1578,1578,Chloë Sevigny,1974-11-18,,,,Actress model fashion designer,"Springfield ,  Massachusetts , US",,,,,,,44.3842104902907,,,,,,,,,,,,,,1.0,,"Springfield ,  Massachusetts , US",,"Springfield ,  Massachusetts , US",,dr72h8r,,10.0,
1579,1579,1579,Amanda Seyfried,1985-12-03,Thomas Sadoski  ( m.  2017),1,,Actress model singer-songwriter,"Allentown, Pennsylvania , U.S.",1976-07-01,"New Haven, Connecticut , U.S.",Actor,Kimberly Hope ( m.  2007;  div.  2015) Amanda Seyfried  ( m.  2017),1,9.423875918054444,33.342231531106044,42.766107449160494,['Thomas Sadoski'],[2017],,"['Kimberly Hope', 'Amanda Seyfried']","[2007, 2017]",[2015],1.0,1.0,['Thomas Sadoski'],1.0,"['Kimberly Hope', 'Amanda Seyfried']",2.0,2.0,,"Allentown, Pennsylvania , U.S.","New Haven, Connecticut , U.S.","Allentown, Pennsylvania , U.S.","New Haven, Connecticut , U.S.",dr5xfty,,11.0,6.0
1580,1580,1580,Sarah Shahi,1980-01-10,Steve Howey  ( m.  2009),3,Trinity High School,"Actress, model","Euless, Texas , U.S.",1977-07-12,"San Antonio ,  Texas , U.S.",Actor,Sarah Shahi  ( m.  2009),3,2.496971190373519,39.239683224159286,41.736654414532815,['Steve Howey'],[2009],,['Sarah Shahi'],[2009],,3.0,3.0,['Steve Howey'],1.0,['Sarah Shahi'],1.0,5.0,,"Euless, Texas , U.S.","San Antonio ,  Texas , U.S.","Euless, Texas , U.S.","San Antonio ,  Texas , U.S.",dr5regw,,0.0,6.0
1581,1581,1581,Karen Sharpe,1934-09-20,Chester Stevens (1957-62; divorced) Stanley Kramer  (1966-2001; his death),Jennifer Kramer Katharine Kramer [1],,Film and television  actress  and producer,"San Antonio, Texas , U.S.",,,,,,,84.54656837580512,,,,,,,,1.0,,,,,,1.0,,"San Antonio, Texas , U.S.",,"San Antonio, Texas , U.S.",,dn6b0mr,,8.0,
1582,1582,1582,Lindsey Shaw,1989-05-10,,,,Actress,"Lincoln, Nebraska , U.S.",,,,,,,29.90889614434245,,,,,,,,,,,,,,1.0,,"Lincoln, Nebraska , U.S.",,"Lincoln, Nebraska , U.S.",,dr460g7,,4.0,
1583,1583,1583,Vinessa Shaw,1976-07-19,Kristopher Gifford,1,,Actress model,"Los Angeles ,  California , U.S.",,,,,,,42.716825123034695,,,,,,,,1.0,,,,,,3.0,,"Los Angeles ,  California , U.S.",,"Los Angeles ,  California , U.S.",,9q9p3w7,,6.0,
1584,1584,1584,Alia Shawkat,1989-04-18,,,,"
 Actress 
 producer 
","Riverside, California , U.S.",,,,,,,29.969130098496205,,,,,,,,,,,,,,1.0,,"Riverside, California , U.S.",,"Riverside, California , U.S.",,dr5rmqv,,3.0,
1585,1585,1585,Lin Shaye,1943-10-12,Marshall Rubinoff (?–1968; his death) Clayton Landey  (1988–2003; divorced; 1 child),,,Actress,"Detroit ,  Michigan , U.S.",,,,,,,75.48683408968014,,,,[1],,,,,,,,,,2.0,,"Detroit ,  Michigan , U.S.",,"Detroit ,  Michigan , U.S.",,dr72r5t,,9.0,
1586,1586,1586,Ally Sheedy,1962-06-13,David Lansbury ( m.  1992;  div.  2008),1,,"Actress, author","New York, New York , U.S.",,,,,,,56.817046209025506,,['David Lansbury'],[1992],[2008],,,,1.0,,['David Lansbury'],1.0,,,1.0,,"New York, New York , U.S.",,"New York, New York , U.S.",,dp3wjzt,,5.0,
1587,1587,1587,Kate Lyn Sheil,,Actress,,,Actress,United States,,,,,,,,,,,,,,,,,,,,,1.0,,United States,,United States,,dr5regw,,,
1588,1588,1588,Adrienne Shelly,1966-06-24,Andy Ostroy (m. 1994),Sophie Ostroy (b. 2003) [2],,"Actress, director, screenwriter","Queens ,  New York City ,  New York , U.S.",,,,,,,52.78684709473843,,['Andy Ostroy'],[1994],,,,,,,['Andy Ostroy'],1.0,,,1.0,,"Queens ,  New York City ,  New York , U.S.",,"Queens ,  New York City ,  New York , U.S.",,dr78n9c,,6.0,
1589,1589,1589,Marley Shelton,1974-04-12,Beau Flynn  ( m.  2001),2,,Actress,"Los Angeles ,  California , U.S.",,,Film producer,Marley Shelton  ( m.  2001),2,,44.98655003182817,,['Beau Flynn'],[2001],,['Marley Shelton'],[2001],,2.0,2.0,['Beau Flynn'],1.0,['Marley Shelton'],1.0,1.0,,"Los Angeles ,  California , U.S.",,"Los Angeles ,  California , U.S.",,dr5rmm5,,3.0,
1590,1590,1590,Cybill Shepherd,1950-02-18,David Ford ( m.  1978;  div.  1982) Bruce Oppenheim ( m.  1987;  div.  1990),"3, including  Clementine Ford",,"Actress, singer","Memphis, Tennessee ,  U.S.",,,,,,,69.13215192645981,,"['David Ford', 'Bruce Oppenheim']","[1978, 1987]","[1982, 1990]",,,,3.0,,"['David Ford', 'Bruce Oppenheim']",2.0,,,2.0,,"Memphis, Tennessee ,  U.S.",,"Memphis, Tennessee ,  U.S.",,dre7t6n,,2.0,
1591,1591,1591,Sherri Shepherd,1967-04-22,Jeff Tarpley ( m.  2001;  div.  2010) Lamar Sally ( m.  2011;  sep.  2014),2,,"Actress, comedian, author, television personality","Chicago ,  Illinois ,  U.S.",,,,,,,51.9599991786279,,"['Jeff Tarpley', 'Lamar Sally']","[2001, 2011]","[2010, 2014]",,,,2.0,,"['Jeff Tarpley', 'Lamar Sally']",2.0,,,2.0,,"Chicago ,  Illinois ,  U.S.",,"Chicago ,  Illinois ,  U.S.",,9q8yyk8,,4.0,
1592,1592,1592,Ann Sheridan,1915-02-21,Edward Norris ( m.  1936;  div.  1938) George Brent ( m.  1942;  div.  1943) Scott McKay ( m.  1966; her death 1967),,,"Actress, singer","Denton, Texas , U.S.",,,,,,,104.12534138277994,,"['Edward Norris', 'George Brent', 'Scott McKay']","[1936, 1942, 1966]","[1938, 1943]",,,,,,"['Edward Norris', 'George Brent', 'Scott McKay']",3.0,,,4.0,,"Denton, Texas , U.S.",,"Denton, Texas , U.S.",,9vc0de0,,2.0,
